;index;Unnamed: 0.1;Unnamed: 0;Title;Date;Authors;Tags;NLP Keywords;Text;Url;Chat GPT
20;20;2105;2105;COVID news latest - live: UK daily cases rise steeply after reporting change - as Omicron subvariant 'significantly more transmissible';;[];['covid', 'coronavirus', 'live'];['pandemic', 'significantly', 'steeply', 'prevention', 'isolation', 'omicron', 'olympics', 'result', 'transmissible', 'reported', 'reporting', 'cases', 'rise', 'latest', 'uk', 'live', 'situation', 'winter', 'positive', 'subvariant'];"COVID-19 situation in Beijing within 'controllable range' ahead of Winter Olympics

The 2022 Winter Olympics will start on 4 February and a senior official at China's Olympics Pandemic Prevention and Control Office said the coronavirus situation in Beijing is within the ""expected controllable range"".

The organising committee for the Games has reported 200 cases since 23 January among airport arrivals and those involved in the Olympics ""closed-loop"" bubble.

""As more people are entering China the imported COVID-19 cases are increasing,"" said Huang Chun, deputy director-general of the committee's Pandemic Prevention and Control Office.

Mr Chun said rising cases were also a result of more effective and accurate COVID detection techniques by customs.

Games organisers reported a total of 24 new cases among Games-related personnel on 31 January, including 16 athletes.

Some athletes have been shut out from the Games after testing positive on arrival, with others put into isolation after returning a positive result but are asymptomatic.

""Getting to the Olympics is never easy, and this time, as a new mom, it has been the most challenging,"" Elana Meyers Taylor, a three-time Olympic medalist in bobsled, wrote on social media from her isolation hotel.";https://web.archive.org/web/20220201090832/http://news.sky.com/story/covid-news-latest-live-uk-daily-cases-rise-steeply-after-reporting-change-as-omicron-sub-variant-significantly-more-transmissible-12507015;'ARTICLE-1: politics'
21;21;2106;2106;Measles vaccination rates drop to their lowest level in a decade;Tuesday 1 February 2022 06:35, UK;[];['measles', 'vaccination'];['children', 'serious', 'rubella', 'lowest', 'vaccination', 'lead', 'parents', 'drop', 'level', 'protection', 'sure', 'mmr', 'decade', 'measles', 'vaccine', 'rates'];"Measles vaccination rates have dropped to their lowest level in a decade, experts have warned.

Parents are being urged to make sure children have had their MMR vaccinations and other routine jabs before starting school.

The MMR vaccine protects against measles, mumps, and rubella. Children can receive their first dose on the NHS at the age of one, and the second dose is available when they are three years and four months old.

Between July and September last year - the most recent figures - just 88.6% of children in England had received their first MMR dose by the age of two, while just 85.5% had received both doses by the age of five.

The World Health Organisation says that 95% of children need to be vaccinated to keep measles away.

Advertisement

Measles is highly infectious and can cause pneumonia, encephalitis (brain inflammation), and damage to the immune system which leaves children more susceptible to other infections.

In rare cases, it can also cause subacute sclerosing panencephalitis (SSPE), which can lead to destruction of the central nervous system, loss of motor control, epilepsy, and death.

Despite this, 48% of parents and guardians of children aged five and under did not know that measles can lead to serious complications.

Potentially fatal disease

The figures, from research commissioned by the Department of Health and Social Care, and the UKHSA, also found that only 38% knew measles could be fatal.

Some 56% were unaware that two doses of the MMR vaccine give 99% protection against measles and rubella.

It is estimated that the introduction of the measles vaccine in 1968 has prevented 20 million measles cases and 4,500 deaths in the UK.

The US CDC says that while rubella rarely causes serious cases in children, up to 70% of adult women may experience arthritis and it can cause serious problems, including brain infections, bleeding problems, miscarriages and birth defects.

Mumps too can result in complications, especially among adults, including inflammation of the testicles, ovaries, breast tissue, pancreas, brain and spinal cord (meningitis).

'Big impact on immunity'

Dr Vanessa Saliba, consultant epidemiologist at the UKHSA, said: ""The MMR vaccine offers the best protection from measles, mumps and rubella which is why we're calling on parents and carers to make sure their children are up to date with their two doses.

""Even a small drop in vaccine coverage can have a big impact on population immunity levels and lead to outbreaks.""

Dr Nikki Kanani, GP and medical director for primary care at NHS England, said: ""It is incredibly important that all parents and guardians ensure their child is up to date with their routine vaccinations, including MMR, as these vaccines give children crucial protection against serious and potentially deadly illnesses and stop outbreaks in the community.

""If your child has missed a vaccination, please contact your GP practice to book an appointment as soon as you can to make sure they have maximum protection against disease.""";https://web.archive.org/web/20220201090832/http://news.sky.com/story/measles-vaccination-rates-drop-to-their-lowest-level-in-a-decade-12530000;'ARTICLE-2: health'
22;22;2107;2107;Myanmar: One year since military took control in a coup, people continue to live in fear;Tuesday 1 February 2022 10:50, UK;['siobhan robbins', '@siobhanrobbins'];['myanmar'];['live', 'fear', 'country', 'took', 'future', 'control', 'coup', 'continue', 'lost', 'feel', 'myanmar', 'junta', 'military', 'dont', 'international'];"On 1 February 2021, Myanmar's military seized power in a coup.

Many democratically elected politicians including the country's de-facto leader, Aung San Suu Kyi, and President U Win Myint were detained.

Others fled or were forced into hiding.

The military regime said concerns of widespread electoral fraud in the 2020 vote was the reason it needed to take power and declare a state of emergency.

Please use Chrome browser for a more accessible video player 14:26 Allegations of abuse and unlawful killings

The coup sparked mass peaceful protests across the country which in some areas turned to armed resistance after junta security forces responded with lethal force.

Advertisement

More than 1,500 people have been killed and more than 11,000 have been arrested by the regime in the last year according to monitoring group, the Assistance Association for Political Prisoners Burma (AAPPB).

Three people spoke to Sky News about their lives since the coup.

Some names have been changed for safety.

'People who stood for truth were now in danger of death'

Image: Sister Ann Roza wants the next leader to rule with 'love'

Sister Ann Roza Nu Tawng, 46, is a nun in Myitkyina, Kachin state, who made global headlines in March after kneeling in front of armed security forces in Myanmar and begging them not to shoot civilians.

She is now helping to care for people displaced by fighting in the country.

Read more: Nun who opposed Myanmar military says she begged them for mercy

She says: ""Everyone is sad. We now feel that the country is going back to the old ages. Elders and children feel that they have lost their hope. We are seeing that people are tired.

Image: The nun is now helping to care for people displaced by fighting in the country.

""Before February 2021, people in Myanmar were happily achieving their life goals. The government helped people during the COVID-19 waves, so people were not in trouble.

""Since the coup, everything is in darkness. Some people had to flee their homes, they were arrested and sentenced to prison.

Read more: Claims of abuse and death in custody under country's military rule

Two Save the Children staff members among 35 people killed in attack

People in Myanmar forced to 'keep corpses in their homes for days' amid worsening third wave

""Parents and children were separated from each other. Education, health and social life were lost. People's lives were lost. Some villages were torched to ashes…properties were lost.

""Those were the inhumane acts….I wish those things would never happen again. The most difficult thing over the last year was [people became] mentally and physically sick.

""People were in trouble because of the coup. People who stood for truth were now in danger of death.

Image: Two Save the Children staff members were among at least 35 people, including children, who were killed in Myanmar on Christmas Eve. Pic AP

""They were killed brutally. I feel sad whenever I look at those incidents. It's excruciating.""

What are your hopes for Myanmar's future?

""I want the leader of the country to rule the nation with love - whomever the ruler is... They should listen to the people, then Myanmar would be a country with happiness.

""I would like to thank the leaders of the international community who are supporting Myanmar. Also, I want to urge them to keep supporting us. Sometimes I feel like they are slow [to take action] and because of that people have lost their lives and the fighting has not stopped. Please don't ignore Myanmar.""

Please use Chrome browser for a more accessible video player 0:59 Nun begs military to stop shooting

'I don't feel the international community has taken the situation seriously'

Nay Myo*, 29, is a journalist in Yangon.

He says: ""The coup has affected our profession because we're unable to go back home as the junta has been targeting journalists. The coup has taken our freedom of expression away. There are many things we have lost, including freedom.

Image: Nay Myo is a journalist in Yangon.

""Many things are difficult now. We can't go anywhere freely. SAC [junta] troops are everywhere in the city. We had to run away during the protests. Our social media accounts are now being monitored. We are in hiding.

""Even in the last moments of January 2021 [the night before the coup], I was with my media colleagues and we were having fun after work. Even though we were experiencing a COVID-19 outbreak, we had some freedom. But now, we have nothing.

""The positive thing is people [around the world] are noticing and understand that we are losing our rights in the country. They recognise people are being oppressed.

""I don't feel the international community has taken the situation seriously. Myanmar's junta has never cared about the international community, even though people in the early days wanted international troops [to fight against them].""

Image: The military seized control of Myanmar after the 2020 election

How do you see the future in Myanmar?

""There will be a lot of changes and improvements if the [anti-junta] revolution is successful in the future... It's good as the next generation won't have to hear the word junta anymore.

""I don't want to face dictatorship any more and I don't want future generations to have to either.""

'The military coup is totally unacceptable'

Image: Shar Yamone is a pro-democracy political activist in hiding.

Shar Yamone*, 29, is a pro-democracy political activist in hiding.

Shar Yamone says: ""When the coup happened, as a young person, our daily life, family life, rights, future and opportunities were destroyed.

""The military coup is totally unacceptable. That's why we have joined the revolution. This revolution is not for one group but for everyone.

Image: Ms Yamone said that every person in Myanmar is 'encouraged to fight against the junta'

""After February 1, 2021, our gold-coated democracy was looted. Successive governments brainwashed the people in our country.

""People's views and understanding have changed since the coup. They now are speaking out loudly about unfairness, oppression and rights abuses. Their revolutionary spirit is stronger.

""Young people living in bubbles before 2021 are now giving their lives for the revolution. Some people cannot see or be united with their family - this is the main difference to before the coup.

Image: Many people in Myanmar have been forced to flee

""If people asked me what I would like to do now, I would say I want to go home and live with my family peacefully.

""Living under the junta that has been oppressing people is the most dangerous thing for us… [it is] like gambling our lives all the time.

""The future of the people is the future of the country. If each of us is encouraged to fight against the junta, we will reach the light of our goal of federal democracy.

""If we don't give up and then we will reach our goal.""

Image: The junta has been accused of widespread human rights violations

What are your hopes for the future?

""I want to have a government that will ensure the mental and physical safety of the people.

""Some countries are cutting the ties with the junta in terms of imposing sanction and that kind of thing.

""At the same time, some countries are still working with the junta. We can't hope for help from others.

Follow the Daily podcast on Apple Podcasts, Google Podcasts, Spotify, Spreaker

""We have to rely on ourselves. Our people's voices and courage need to be listened to and paid attention to by the international community.""

Sky News contacted the military authorities in Myanmar to request an interview and comment.

At the time of publication, they had not responded.";https://web.archive.org/web/20220201090832/http://news.sky.com/story/myanmar-one-year-since-military-took-control-in-a-coup-people-continue-to-live-in-fear-12529564;'ARTICLE-3: politics'
23;23;2108;2108;Ukraine latest news - live: Boris Johnson misses call with Vladimir Putin as he flies to Ukraine;;[];['live', 'russia', 'ukraine'];['live', 'friends', 'vladimir', 'latest', 'boris', 'support', 'told', 'vitali', 'putin', 'klitschko', 'ukraineby', 'ukraine', 'weapons', 'johnson', 'westminster', 'misses', 'flies'];"How will the PM be received in Kyiv?

Boris Johnson can expect a much better reception from politicians and journalists in Kyiv than he has had in Westminster recently.

The city's mayor Vitali Klitschko - the boxer - told POLITICO he was grateful to Mr Johnson for his support: ""It's very important for Ukraine to have political support from our friends — without friends we don't survive.

""We are talking about delivery of defensive weapons, sanctions against aggressors — if this happens, we have a lot of leverage to stop the idea to attack Ukraine.""

By contrast, Klitschko has been critical of Germany’s muted response, claiming the country ""has to decide which side"" it is on.";https://web.archive.org/web/20220201090832/http://news.sky.com/story/ukraine-latest-news-live-boris-johnson-misses-call-with-vladimir-putin-as-he-flies-to-ukraine-12530053;'ARTICLE-4: politics'
24;24;2109;2109;Pregnant New Zealand journalist who sought refuge in Afghanistan after being locked out of her own country accepts offer to return with place in quarantine;Tuesday 1 February 2022 08:19, UK;[];['afghanistan', 'new zealand'];['sought', 'zealand', 'country', 'returning', 'quarantine', 'worldwide', 'return', 'refuge', 'jim', 'locked', 'bellis', 'pregnant', 'place', 'journalist', 'taliban', 'strict', 'offer'];"A pregnant reporter shut out of her native New Zealand has said she will be returning home after being offered a place in the country's quarantine system.

Charlotte Bellis's situation gained worldwide media attention after she said she was forced to turn to Afghanistan's Taliban for refuge after being locked out of New Zealand due to its strict COVID border policies.

In a news conference on Tuesday, New Zealand's deputy prime minister Grant Robertson said that the government department in charge of the system that ensures people do not have COVID-19 before they enter the country had now offered her a place, as well as flight arrangements.

He added: ""There is a place in MIQ (Managed Isolation and Quarantine) for Ms Bellis and I urge her to take it up.""

Bellis, who is 25 weeks pregnant, accepted the place and said in a statement: ""I will be returning to my home country New Zealand at the beginning of March to give birth to our baby girl.

Advertisement

""We are so excited to return home and be surrounded by family and friends at such a special time.""

Mr Robertson denied that Bellis was given preferential treatment because she had gained a worldwide audience for her complaint, resulting in embarrassment for a government proud of its COVID policies.

Image: Bellis gained worldwide media attention after she said she was forced to turn to Afghanistan's Taliban for refuge. Pic: Jim Huylebroek

He said: ""What it sends is a message that the staff of (the Ministry of Business Innovation and Employment) who have to deal with emergency application are dealing with very difficult and challenging cases on a daily basis.

""They always try to make contact with people and try to make arrangements that work.""

Bellis, 35, is expecting her first child with Belgian partner and news photographer Jim Huylebroek.

Both had been based in Afghanistan while Bellis reported in that country for Qatar-based news channel Al Jazeera.

She found out she was pregnant soon after returning to Qatar late last year, news that forced her to resign and leave the country, as being unmarried and pregnant is illegal.

She said she tried to stay in Belgium but the lengthy residency process would have left her with an expired visa.

In the end, she returned to Afghanistan with the reassurance of Taliban contacts that she would be safe, despite the regime's strict interpretation of Islam.

Meanwhile, she continued her attempts to find a way back to New Zealand, initially joining the many thousands of overseas-based New Zealanders trying to get a place in mandatory hotel isolation via a government-run lottery.

Image: Bellis is 25 weeks pregnant. Pic: Jim Huylebroek

The strict border policy has played a large part in the country's low COVID-19 case numbers but it has also been heavily criticised for keeping many New Zealand citizens effectively locked out of their own country.

With no success in the lottery and with her pregnancy advancing as she waited in impoverished Afghanistan, Bellis applied for allocation under the emergency scheme, which allows places for people who fit into a narrow list of categories. But she was rejected.

Her story came to light when she wrote a column in the New Zealand Herald soon afterwards, saying: ""When the Taliban offers you - a pregnant, unmarried woman - safe haven, you know your situation is messed up.""

She later said: ""It is my legal right to go to New Zealand, where I have health care, where I have family. All my support is there.""";https://web.archive.org/web/20220201090832/http://news.sky.com/story/pregnant-new-zealand-journalist-who-sought-refuge-in-afghanistan-after-being-locked-out-of-her-own-country-accepts-offer-to-return-with-place-in-quarantine-12530012;'ARTICLE-5: politics'
25;25;2110;2110;Partygate: 'I get the argument about double standards' says deputy prime minister;Tuesday 1 February 2022 08:03, UK;[];['boris johnson', 'dominic raab', 'downing street parties', 'sue gray report'];['prime', 'ministerthe', 'minister', 'double', 'supporting', 'report', 'deputy', 'published', 'sue', 'argument', 'partygate', 'update', 'johnson', 'standards'];"Partygate: 'I get the argument about double standards' says deputy prime minister

The day after an 'update' on the Sue Gray report was published, some Conservative colleagues are still supporting Boris Johnson, while others are not.";https://web.archive.org/web/20220201090832/http://news.sky.com/video/i-get-the-argument-about-double-standards-says-deputy-prime-minister-12530077;'ARTICLE-6: politics'
26;26;2111;2111;'People feel like they've been taken for mugs' over prime minister's alleged conduct, says Labour leader;Tuesday 1 February 2022 09:44, UK;[];['downing street parties', 'sir keir starmer', 'sue gray report'];['prime', 'leader', 'theyve', 'labour', 'sick', 'relatives', 'alleged', 'feel', 'feelings', 'conduct', 'taken', 'mugs', 'restrictions', 'ministers'];"'People feel like they've been taken for mugs' over prime minister's alleged conduct, says Labour leader

People have ""feelings of guilt"" for not helping their sick relatives because of COVID restrictions and now, Labour claims, they also have feelings of anger towards the government.";https://web.archive.org/web/20220201090832/http://news.sky.com/video/people-feel-like-theyve-been-taken-for-mugs-over-prime-ministers-alleged-conduct-says-labour-leader-12530084;'ARTICLE-7: politics'
27;27;2112;2112;North London man charged with murdering mother Lesma Jackson;Monday 31 January 2022 22:43, UK;[];['london', 'metropolitan police', 'police'];['soonmeanwhile', 'son', 'stainton', 'mother', 'suspicion', 'man', 'murdering', 'welfare', 'reference', 'road', 'jackson', 'north', 'scene', 'london', 'charged', 'shortly', 'lesma'];"A man has been charged with murdering his 84-year-old mother in north London.

Police were called to a house in Stainton Road, Enfield, at around 2.15am on Sunday after concerns were raised for the welfare of Lesma Jackson.

She was found with a number of injuries and died shortly afterwards.

Her 50-year-old son Gareth Jackson, of Stainton Road, was arrested at the scene on suspicion of murder before detectives charged him in the early hours of Monday morning.

He was due to appear at Highbury Corner Magistrates' Court on Monday.

Ms Jackson's post-mortem examination will be held soon.

Meanwhile, the Metropolitan Police has asked anyone with information about the case to call 101 quoting reference CAD 936/30Jan.

Alternatively, call Crimestoppers anonymously on 0800 555111.";https://web.archive.org/web/20220201090832/http://news.sky.com/story/north-london-man-charged-with-murdering-mother-lesma-jackson-12529960;'ARTICLE-8: crime'
28;28;2113;2113;Jack's all folks. Tesco's answer to Aldi and Lidl is to be shut down;Monday 31 January 2022 23:38, UK;['james sillars', '@skynewsbiz'];['tesco'];['stores', 'seven', 'value', 'aldi', 'supermarket', 'market', 'lidl', 'sites', 'folks', 'answer', 'work', 'tescos', 'jacks', 'shut', 'tesco'];"Tesco has revealed that its Jack's discount store experiment is to be scrapped, with seven of the 13 stores to be closed down, while deli counters at hundreds of other sites are to be lost.

The UK's biggest supermarket chain launched the Jack's brand - named after its founder Jack Cohen - in 2018 as part of a bid to learn how it could bring down costs and challenge the discounters Aldi and Lidl who had been taking market share for years.

But it said on Monday that six Jack's stores would now be converted to Tesco superstores, with the remaining seven sites to close in the coming months.

Tesco said that around 130 jobs would be affected, including some head office roles, but it hoped to find them new work within the business.

Image: The stores had 1,800 of their own brand range items

The seven sites listed for closure were:

Advertisement

• Hull

• St Helen's

• Walton

• Castle Bromwich

• Middlewich

• Barnsley

• Liverpool North

It was also confirmed by Tesco that meat, fish and deli counters at 317 store sites would be closed down due to changing customer demand.

However, that was not expected to lead to any redundancies as the staff hit would be offered alternative work. The chain said it currently had 3,000 vacancies in all.

Tesco said it would retain counter services at just 279 stores where custom had been maintained.

The company said it was making the changes to ""ensure we remain focused and competitive in a fast-changing market"".

Its boss in the UK and Ireland, Jason Tarry, said: ""We have learnt a huge amount from Jack's and this has helped Tesco become more competitive, more efficient and strengthened our value proposition, including through the launch of Aldi Price Match.

""In turn, this has enabled us to consistently attract new customers to Tesco from our competitors over the last two years and we know they increasingly recognise the value they can find at Tesco.

""With the learnings from Jack's now applied, the time is right to focus on ensuring we continue to deliver the best possible value for customers in our core business.""

Image: Experts are predicting a new wave in the supermarket price war this year as household bills soar

Figures released earlier this month by Kantar Worldpanel showed Tesco had outperformed its major rivals over the 12 weeks to Boxing Day.

They suggested that Tesco's market share had hit its highest level since January 2018 at 27.9% but also acknowledged that both Aldi and Lidl had also grown their respective shares of the market.";https://web.archive.org/web/20220201090832/http://news.sky.com/story/jacks-all-folks-tescos-answer-to-aldi-and-lidl-is-to-be-shut-down-12529781;'ARTICLE-9: business and economy'
29;29;2114;2114;Partygate: Release of Sue Gray's report is far from the end of the affair for the PM;Tuesday 1 February 2022 07:54, UK;['beth rigby', '@bethrigby'];['downing street parties', 'sue gray report'];['prime', 'minister', 'report', 'end', 'events', 'affair', 'release', 'told', 'grays', 'sue', 'far', 'gray', 'video', 'partygate', 'party', 'commons', 'wait'];"For weeks we've been told to ""wait for Sue Gray"" but as soon as her report landed it was clear that judgment day was delayed.

The 12-page ""update"" noted failings in leadership and concluded ""some events should not have happened"".

But it has nowhere near settled this whole sorry saga. As Ms Gray put it herself: ""It is not possible at present to provide a meaningful report"".

Please use Chrome browser for a more accessible video player 2:15 Sue Gray report: The key points

Instead the Metropolitan Police is investigating a dozen events over eight different dates. They have been handed more than 300 photos and more than 500 pieces of paper evidence. And the prime minister is entwined in it.

Four of those events being looked at by the Met were reportedly attended by the prime minister himself.

Advertisement

One of those events - which he denies took place - is an alleged party in his private Downing Street flat.

When it comes to what the PM potentially knew and when, the jury is still out, the evidence not in.

So Mr Johnson's refrain ""wait for Sue Gray"" has morphed into ""wait for the Met"".

He came to the House of Commons armed with an apology - ""I get it and I will fix it"" - and promised to improve his No 10 operation.

But the mood in the Commons was sulphurous, with none other than the former prime minister Theresa May leading the criticism.

Please use Chrome browser for a more accessible video player 1:09 'Which was it?' May berates PM

On the face of it, the prime minister was bullish and in full strong-man mode.

But a hint of the pressure being applied behind the scenes by his party became all too clear when No 10 was bounced into committing to publish the Gray findings in full once the police investigation is complete.

The PM had repeatedly refused to give colleagues that undertaking in the Commons just hours earlier.

This a reminder that, for all the public show of strength, he is a leader still out of control of his parliamentary party.

He is also still vulnerable to events beyond his control.

Please use Chrome browser for a more accessible video player 28:10 PM apologises following publication of Sue Gray report

The Metropolitan Police is now investigating what happened in No 10 on the back of evidence uncovered by the Gray report.

The prime minister repeatedly told the Commons no rules were broken in his No 10. Can he really square that circle?

And when the full findings come out, can he reassure enough of his MPs to avoid a confidence vote, and enough of the public to give him a second hearing as prime minister?

His allies believe he can ride out this storm, stressing that there is no mood in the parliamentary party to change leaders, and the PM needs time to put the No 10 operation back together and his premiership back on track.

They hope the public will lose interest and the scandal will peter out.

Follow the Daily podcast on Apple Podcasts, Google Podcasts, Spotify, Spreaker

But there is no doubt that his is now a deeply-divided party, split over their leader and what should become of him.

As former justice secretary Robert Buckland told me on Monday night, the ""jury is still out"" and ""we haven't come to the end of the process"".

Former chief whip Mark Harper agreed - ""I don't think he's out of the woods at all"".

And for all the vocal supporters and critics of Mr Johnson, there is a silent majority of MPs who are still waiting and watching, reserving judgement for now.

Today was far from the end of the affair.";https://web.archive.org/web/20220201092516/https://news.sky.com/story/partygate-release-of-sue-grays-report-is-far-from-the-end-of-the-affair-for-the-pm-12529989;'ARTICLE-10: politics'
30;30;2115;2115;Prince Andrew: US judge wants duke's ex-assistant to give testimony in civil sex assault case;Monday 31 January 2022 23:13, UK;[];['prince andrew'];['sex', 'testimony', 'giuffre', 'asked', 'assault', 'duke', 'dukes', 'epstein', 'case', 'exassistant', 'ms', 'civil', 'wants', 'giuffres', 'prince', 'judge'];"A US judge has asked for Prince Andrew's former assistant, Robert Olney, to give evidence as part of the civil sex assault case brought by the duke's accuser Virginia Giuffre.

Ms Giuffre is suing the duke in her home country of the US, claiming she was trafficked by Jeffrey Epstein, Andrew's friend and a convicted sex offender, to have sex with the royal when she was 17 - a minor under US law.

The duke is also alleged to have sexually abused Ms Giuffre during a visit to Epstein's private island, Little St James, and on a separate occasion at Epstein's Manhattan mansion.

Image: Virginia Giuffre pictured with lawyer David Boies in 2019

The duke has denied all of the allegations.

What are the main points in Prince Andrew's defence?

Earlier in January, it emerged that Ms Giuffre's lawyers requested help to get testimony from two potential witnesses in the UK, including the duke's former assistant Mr Olney.

Court documents revealed Judge Lewis A Kaplan wrote to the Senior Master of the Queen's Bench Division with the aim of having Mr Olney testify about the duke's communications with Epstein, Ghislaine Maxwell and Ms Giuffre, and the duke's travel to Epstein's properties.

In a separate letter to the High Court, the judge also requested testimony from Shukri Walker - the second potential witness in the UK, who claims to have seen Andrew in Tramp nightclub in London.

Image: Jeffrey Epstein died in prison in 2019 while awaiting a sex trafficking trial. Ghislaine Maxwell was convicted of recruiting underage girls to be sexually abused by Epstein

Ms Walker's testimony should cover questions about the presence of the duke and Ms Giuffre at the nightclub in March 2001, and any interaction between the pair, the judge said.

Who's who in the Prince Andrew sex assault case?

Meanwhile, Judge Kaplan has also written to the Australian Attorney General requesting assistance in getting testimony from Ms Giuffre's husband Robert, and her psychologist Dr Judith Lightfoot.

The judge asked for Mr Giuffre's testimony to include how he met his wife, any discussions they had about Andrew, her alleged childhood trauma and abuse, and her relationship with Epstein and Maxwell.

The letter also requests testimony about the emotional and psychological harm Ms Giuffre says she has suffered, the Giuffre household finances, and her role in trafficking and recruiting young girls for Epstein.

The judge asked Dr Lightfoot to give evidence about Ms Giuffre's medical treatment, her diagnosis, childhood trauma, the theory of false memories, and her claims regarding Andrew.

All four witnesses have been asked to complete their testimony by 29 April.";https://web.archive.org/web/20220201092516/http://news.sky.com/story/prince-andrew-us-judge-wants-dukes-ex-assistant-to-give-testimony-in-civil-sex-assault-case-12529946;'ARTICLE-1: politics'
31;31;2117;2117;Myanmar protests on one year anniversary of military takeover;Tuesday 1 February 2022 06:59, UK;[];['myanmar'];['arrested', 'takeover', 'protesting', 'takeoverdozens', 'myanmar', 'military', 'attempt', 'date', 'anniversary', 'protests', 'disuade'];"Myanmar protests on one year anniversary of military takeover

Dozens were arrested in advance of the one year date in an attempt to disuade others from protesting.";https://web.archive.org/web/20220201092516/http://news.sky.com/video/myanmar-protests-on-one-year-anniversary-of-military-takeover-12530022;'ARTICLE-2: politics'
32;32;2118;2118;Continuous 'jet' noise after chemical plant explosion in Tennessee;Tuesday 1 February 2022 06:56, UK;[];['tennessee'];['noise', 'chemical', 'continuous', 'jet', 'huge', 'steam', 'facility', 'tennesseeseveral', 'plant', 'plume', 'explosion', 'injured', 'released', 'tennessee'];"Continuous 'jet' noise after chemical plant explosion in Tennessee

Several are injured in facility blast which released a huge plume of steam accompanied by a deafening noise.";https://web.archive.org/web/20220201092516/http://news.sky.com/video/continuous-jet-noise-after-chemical-plant-explosion-in-tennessee-12530037;'ARTICLE-3: environment'
