;Title;Date;Authors;Tags;NLP Keywords;Text;Url
704;Morgan Stanley places bet on sale of high street gaming chain;Friday 27 January 2023 13:24, UK;['mark kleinman', '@markkleinmansky'];[];['stanley', 'industry', 'sale', 'morgan', 'places', 'gaming', 'company', 'high', 'chain', 'hired', 'bet', 'plans', 'street', 'sites'];"The Wall Street giant Morgan Stanley is to offload Britain’s biggest independent operator of high street slot machine venues.

Sky News has learnt that the bank, which owns GameNation through a fund that it manages, has hired bankers to kick off an auction of the business.

GameNation, which trades from 50 sites across the UK, was established by an experienced industry management tam with backing from North Haven Tactical Value Fund, a Morgan Stanley-managed entity.

According to one insider, the company is drawing up plans to form a digital partnership to complement its high street presence.

GameNation operates in the low-stakes segment of the regulated entertainment industry, with £2 maximum stakes and top jackpots of £500.

It has plans to expand further through the opening of new sites in the coming years, potential investors have been told.

One source said that GameNation, whose parent company is City Gaming, was likely to attract interest from gaming firms as well as private equity funds.

The company is run by Adam Hodges and Sina Azeri, its co-founders.

Global Leisure Partners has been hired to oversee the sale process, with initial bids due in March.

Advertisement

Morgan Stanley and GLP declined to comment.";https://web.archive.org/web/20230127134149/http://news.sky.com/story/morgan-stanley-places-bet-on-sale-of-high-street-gaming-chain-12796538
705;Israel shoots down rockets fired from Gaza after deadly commando raid on flashpoint West Bank town of Jenin;Friday 27 January 2023 12:01, UK;[];['gaza', 'israel', 'palestine', 'palestinian territories', 'west bank'];['west', 'israel', 'israeli', 'flashpoint', 'fired', 'seven', 'raid', 'shoots', 'palestinian', 'jenin', 'gaza', 'town', 'rockets', 'security', 'group'];"A number of rockets fired from the Gaza Strip have been intercepted by Israel's missile defences.

The cross-border fire came after an Israeli raid in the occupied West Bank on Thursday that led to the largest single death toll in years of fighting in the area.

The overnight rockets triggered sirens in Israeli communities near the border with Gaza, warning residents to take shelter.

There were no reports of injuries.

Israel's Channel 12 aired footage of Israeli interceptor missiles being launched above the city of Ashkelon, about seven miles (12km) north of Gaza, which is controlled by the Islamist militant group Hamas.

A few hours later, Israel's military said it had carried out strikes in Gaza.

Palestinian witnesses said Israeli aircraft had targeted a Hamas training camp.

No injuries were reported.

Read more:

Tensions rise as far-right government hardens policies towards Palestinians

Israeli minister bans Palestinian flag from public spaces

Hamas warns Israel another war is inevitable

Advertisement

Image: Palestinians inspect a damaged house following an Israeli raid in Jenin

Tensions flared after Israeli commandos killed seven gunmen and two civilians during a raid on the flashpoint town of Jenin on Thursday.

Hamas and the smaller militant group Islamic Jihad promised a response but neither group immediately claimed responsibility for the rockets fired at Israel.

After the Jenin violence, the Palestinian Authority said it was ending its security coordination with Israel.

The arrangement has been widely credited with helping to keep order in the West Bank and preventing attacks against Israel.

Prime Minister Benjamin Netanyahu said Israel was not looking to escalate the situation, though he ordered security forces to be on alert.

Violence has surged since a series of lethal Palestinian street attacks in Israel last March and April.";https://web.archive.org/web/20230127134149/http://news.sky.com/story/israel-shoots-down-rockets-fired-from-gaza-after-deadly-commando-raid-on-flashpoint-west-bank-town-of-jenin-12796390
706;Tax List finds Russian-born billionaire has overtaken Bet356 family as UK's top taxpayer;Friday 27 January 2023 11:44, UK;['james sillars', '@skynewsbiz'];[];['finds', 'bet356', 'xtx', 'tax', 'russianborn', 'taxpayer', 'list', 'coates', 'overtaken', 'family', 'public', 'pressure', 'uks', 'gerko', 'gambling', 'denise', 'billionaire'];"A Russian-born City billionaire is the UK's top taxpayer, according to a closely watched list.

Alex Gerko, the founder of XTX Markets who has British citizenship, was deemed to have stumped up £487.4m in the last tax year by the Sunday Times Tax List.

The sum is the equivalent of around £55,639 an hour, the report said, as it revealed a shake-up at the top of the rankings.

The founder of online gambling firm Bet365, Denise Coates, and her family were shifted into second place for the first time in the list's history.

They were said to have paid £460.2m to UK coffers on the back of their earnings.

The top ten taxpayers, main area of interest, and estimated sum:

• Alex Gerko (financial trading) £487.4m

• Denise, John and Peter Coates (gambling) £460.2m

• Stephen Rubin and family (sportswear) £392.3m

• Sir Chris Hohn (hedge fund) £263m

• Fred and Peter Done and family (gambling) £136.8m

• Mike Ashley (sports equipment and fashion) £133.5m

• Tim Martin (pubs) £123.2m

• Ranjit and Baljinder Boparan and family (food) £120.7m

• Tom Morris and family (retail) £112.2m

• Ian and Richard Livingstone (property) £104m

Image: Denise Coates and her family have headed the list for the past three years

Other big names in the top 100 include Sting, the Duke of Westminster and Harry Potter author JK Rowling.

Those making the list were liable for a total of almost £5.2bn of UK tax last year - with the top ten responsible for delivering £2.3bn alone - a rise of nearly 14% on the total reported 12 months ago.

The sums are calculated based on publicly available filings and can include corporation tax, dividend tax, capital gains tax, income tax and payroll tax payments, along with any gambling and alcohol duties.

Advertisement

Who is Alex Gerko?

Mr Gerko - unlike many of the others making the top 100 - is not a household name.

He owns 75% of algorithm-led trading firm XTX which, according to Bloomberg, paid out a dividend of £1.3bn last March.

Mr Gerko has many charitable interests and those have reportedly included support for Ukraine-linked causes in the wake of Russia's invasion.

Read more from Sky News:

Chancellor dismisses gloom but rules out immediate tax cuts

Asda staff could strike over job cuts

Number of empty shops falling despite cost of living crisis

The new rankings were released as a whiff of tax-related scandal hangs over Westminster, with Nadhim Zahawi under pressure to quit as the Tory party chairman.

He is facing an investigation into whether he breached the ministerial code over an HMRC tax settlement, estimated to have been worth £4.8m, while he was chancellor.

Pressure on his position has grown since the boss of HMRC told MPs there are ""no penalties for innocent errors"".

Please use Chrome browser for a more accessible video player 0:24 PM believes 'in due process' over Zahawi

Chancellor Jeremy Hunt is also under pressure on the issue of tax. He is facing pressure from critics on multiple fronts, with Tory backbenchers keen on tax cuts and others urging him to make the wealthiest pay more to help ease the budget deficit and pay striking public sector workers more.

In a speech today he appeared to rule out any immediate tax cuts while talking up Britain's economic prospects.

List raises questions about funding public services

Robert Watts, the list's author, said: ""You will find celebrities on the Tax List but many of the entries are people who quietly run largely unheralded businesses that have been creating jobs and paying millions of tax for decades or even centuries.

""So-called 'unicorn' tech firms may dominate the headlines, but they often aren't cash cows for the Treasury because they don't employ large numbers of people or show big profits.

""It's the long-established retailers, pub groups and other bricks-and-mortar businesses that often contribute more.

""There lies the challenge for the chancellor and his successors. As our economy inevitably shifts further and further online, how do we continue to fund the public services we all want?""";https://web.archive.org/web/20230127134149/http://news.sky.com/story/tax-list-finds-russian-born-billionaire-has-overtaken-bet356-family-as-uks-top-taxpayer-12796364
707;Rishi Sunak's reaction to Nadhim Zahawi… And guest Archbishop of Canterbury;Friday 27 January 2023 12:22, UK;[];['beth rigby interviews', 'beth rigby interviews...podcast', 'justin welby', 'nadhim zahawi', 'podcasts', 'rishi sunak'];['trying', 'archbishop', 'nadhim', 'guest', 'reaction', 'canterbury', 'tax', 'welby', 'starmer', 'talks', 'social', 'zahawi', 'zahawis', 'sunaks', 'suggest', 'rishi'];"Sky News political editor Beth Rigby discusses how the prime minister has reacted to Conservative chair Nadhim Zahawi's tax affairs - including how Rishi Sunak's language at PMQs might suggest a growing divide between the men.

Plus, she gives her assessment of Labour's reaction to the investigation by his independent ethics adviser - and how Sir Keir Starmer might be trying to capitalise.



Rigby's guest is the Archbishop of Canterbury, Justin Welby, who says it is ""disappointing"" that politicians have not resolved challenges facing the social care sector. He also talks about the Church of England’s reaction to same-sex marriage and his role in the King's coronation.

Plus, producer Mollie Malone joins for emails from listeners on the problems in the NHS.



Email bethrigbypodcast@sky.uk";https://web.archive.org/web/20230127134149/http://news.sky.com/story/rishi-sunaks-reaction-to-nadhim-zahawi-and-guest-archbishop-of-canterbury-12796574
708;"Ukraine war latest: Russia admits massive strikes 'to disrupt supply of Western weapons'; Djokovic's dad 'unwittingly caught up' in pro-Putin demo";;[];['live', 'russia', 'ukraine'];['remember', 'weapons', 'zelenskyy', 'russia', 'holocaust', 'message', 'memorial', 'supply', 'massive', 'unwittingly', 'western', 'war', 'indifference', 'proputin', 'determination', 'today', 'hatred', 'ukraine', 'seeks', 'strikes'];"'Indifference kills along with hatred' - Zelenskyy issues message to mark Holocaust Memorial Day

Volodymyr Zelenskyy has issued a message to mark Holocaust Memorial Day, telling people to ""show determination when it comes to saving those whom hatred seeks to destroy"".

The Ukrainian president paid his respect to victims of the Holocaust by laying a wreath at a memorial site.

He then issued a message saying:

Today, as always, Ukraine honours the memory of millions of Holocaust victims.

We know and remember that indifference kills along with hatred. Indifference and hatred are always capable of creating evil together only.

That is why it is so important that everyone who values ​​life should show determination when it comes to saving those whom hatred seeks to destroy.

Today we remember the Righteous Among the Nations. Different people in different countries who were equally determined to save lives. Today we remember the determination of the global coalition that stopped Nazism.

And today we repeat it even more strongly than before: never again to hatred; never again to indifference.";https://web.archive.org/web/20230127134149/http://news.sky.com/story/ukraine-war-latest-russia-admits-massive-strikes-to-disrupt-supply-of-western-weapons-djokovics-dad-unwittingly-caught-up-in-pro-putin-demo-12541713
709;"Cost of living latest: Rent prices hit record high; electric blanket warning over shock risk; job centre strikes planned";;[];['cost of living', 'live'];['risk', 'living', 'wrotethis', 'prices', 'wrote', 'record', 'nursery', 'fees', 'rent', 'shock', 'childcare', 'median', 'planned', 'forcing', 'latest', 'warning', 'work', 'yesterday', 'parents', 'strikes'];"Nursery fees 'cost more than most people earn, forcing parents out of work'

Nursery fees can be higher than the UK's median income, forcing parents out of work, according to a financial journalist's analysis.

Jeremy Hunt said workforce expansion was ""vital"" to business growth during a speech today, but his words may mean little to parents who can't afford childcare.

Sara Benwell took to Twitter yesterday to share her experience trying to find a nursery, with one near her home charging £71 for half a day and £113.60 for a full day.

That adds up to £18,460 part-time annually or £29,536 full-time, the latter of which is more than the median UK salary after tax, she wrote.

""This is critical. It is not just lower earners who are priced out of work by childcare,"" wrote Ms Benwell.

""Unless the government is prepared to urgently tackle the prohibitive costs of childcare, no amount of letter writing, advertising or empty promises will allow parents (mostly mums) back into the workforce.

""Many people don't choose not to work, they are forced out.""";https://web.archive.org/web/20230127134149/http://news.sky.com/story/cost-of-living-latest-rent-prices-hit-record-high-electric-blanket-warning-over-shock-risk-job-centre-strikes-planned-12615118
710;New Zealand: State of emergency declared in Auckland as torrential rain causes widespread flooding;Friday 27 January 2023 13:47, UK;[];['new zealand'];['showed', 'stranded', 'state', 'widespread', 'emergency', 'declared', 'staff', 'causes', 'zealand', 'using', 'ropes', 'flooding', 'rain', 'auckland', 'torrential', 'social'];"New Zealand: State of emergency declared in Auckland as torrential rain causes widespread flooding

Videos on social media showed firefighters and defence force staff rescuing stranded people from flooded homes using ropes and rescue boats.";https://web.archive.org/web/20230127135045/http://news.sky.com/video/new-zealand-state-of-emergency-declared-in-auckland-as-torrential-rain-causes-widespread-flooding-12796638
711;Bournemouth man says delivery men 'abandoned sofa stuck on staircase' - as firm refutes claims;Friday 27 January 2023 14:44, UK;[];['dorset'];['conversation', 'mr', 'bournemouth', 'delivery', 'pic', 'stuck', 'firm', 'man', 'staircase', 'claims', 'refutes', 'company', 'saying', 'wife', 'sofa', 'ansell', 'men'];"A Bournemouth homeowner has accused delivery men from a sofa company of leaving a brand-new sofa stuck half-way up his staircase, saying they abandoned the furniture and went home.

Luke Ansell, 27, and his wife Eloise, moved into to their new Dorset property in December, and ordered the new £2,000 sofa from Designersofas4u.

However, when it was finally delivered on the 19 January, Mr Ansell claims that despite his warnings the staircase was narrow, the staff from the sofa company said it would be fine - but then abandoned the delivery after leaving what appeared to be damage to the wall.

He said: ""Honestly it was unbelievable, the sofa was over £2,000, and they caused about that much damage delivering it.

""They brought it in, they struggled to get it over the bannister and eventually got it in. But then it got jammed, they couldn't get it up or down.

""Then they said 'look we've got to get back to Birmingham' and tried to leave. They asked me to sign for the delivery - but I refused.

""We had a little bit of an argument about it, and then they suggested I cut away the bannister to get it out.

""It's a brand-new house that we had just bought for half a million, and now we have to have the work done to repair it.""

In response to the claims, Designersofas4u told Sky News it refutes Mr Ansell's account of events, saying: ""As part of our investigation, it was uncovered that Mr Ansell was made aware of the delivery space situation by our drivers.

Advertisement

""We have a recorded telephone conversation from Mr Ansell that took place whilst our drivers were on site and before any furniture was taken into the property.

""In this conversation Mr Ansell is informing our office 'I've got your deliverymen here, and they don't seem to think they can get the sofas in here.' He later goes on to say 'Alright we will give it a go'.""

Image: Pic: SWNS

Image: Pic: SWNS

The company sent Sky News the transcript of the conversation between Mr Ansell and its customer service agent.

Mr Ansell said: ""Yeah it can get through the door, but it can't get [to the] room it needs to get to. They're saying it's too tight.""

Customer services replied: ""What would you like to do? There's no point [trying] to deliver as it's not going to fit in the room.""

Mr Ansell then said: ""Alright we will give it a go"".

Image: Luke Ansell with his wife Eloise Ansell. Pic: SWNS

Designersofas4u also claim to have video doorbell footage from Mr Ansell, purporting to say it would be fine to try to bring the sofa in.

The company also shared an email it sent to Mr Ansell, in which it shares a number of its terms and conditions, one of which says it is the customer's responsibility to make sure the sofa can get in the property safely, and it cannot be held responsible for damages. It also says the cost of the sofa was in fact £1,129 - not £2,000.

Designersofas4u also offered him a new sofa free of charge, and help paying for the damages as a goodwill gesture.

Sky News has contacted Mr Ansell for a new comment in light of the company's findings.";https://web.archive.org/web/20230127135045/http://news.sky.com/story/bournemouth-man-says-delivery-men-abandoned-sofa-stuck-on-staircase-as-firm-refutes-claims-12796453
712;Leeds St James's Hospital: Student nurse appears in court accused of planning terror attack on RAF base;Friday 27 January 2023 12:49, UK;[];['leeds'];['maternity', 'bomb', 'planning', 'terror', 'student', 'leeds', 'court', 'told', 'unit', 'hospital', 'explosive', 'jamess', 'raf', 'pressure', 'farooq', 'terrorism', 'nurse', 'st'];"A student nurse has appeared in court accused of taking a pressure cooker bomb to a maternity hospital in Leeds and planning a terrorist attack on an RAF base.

Mohammad Farooq, 27, was allegedly inspired by radical Islam and Jihad when he carried out ""hostile reconnaissance"" of the military base in Yorkshire on 10 January and 18 January after carrying out online research.

He is said to have constructed a viable bomb made from a pressure cooker, 13.7kg of a homemade low explosive mixture and a length of pyrotechnic fuse.

Farooq was arrested in the early hours of last Friday outside the maternity unit of St James's Hospital in Leeds, where he had been due to work a shift.

He was allegedly in possession of the explosive device and an imitation firearm - a Gediz 9mm P.A.K semi-automatic pistol.

His actions at the hospital are not alleged to have been motivated by terrorism but by a grudge towards another member of staff.

Farooq, from Leeds, appeared at Westminster Magistrates' Court on Friday from a police station in Bradford wearing a grey tracksuit.

He spoke to confirm his name, address and date of birth but was not asked to enter pleas to the three charges he faces.

Farooq is charged with one count of engaging in conduct with the intention of committing acts of terrorism between 12 July and last year and 20 January.

Advertisement

Wards on the Gledhow wing of the hospital were evacuated after Farooq was detained at around 5am last Friday.

Army specialists and a bomb disposal unit also attended the scene and a cordon was put in place as a precautionary measure.

Read more:

At least one dead in Spanish church 'terror attack' stabbing

British teenage extremist whose videos were linked to two mass murders in US jailed

Farooq is said to have told a man he ""felt like killing everyone"" before showing him a gun, then told police officers he had a bomb.

There was no application for bail and he was remanded in custody ahead of his next appearance at the Old Bailey on 3 February.";https://web.archive.org/web/20230127135045/http://news.sky.com/story/leeds-st-jamess-hospital-student-nurse-appears-in-court-accused-of-planning-terror-attack-on-raf-base-12796527
713;Sylvia Syms: Ice Cold In Alex star dies at the age of 89;Friday 27 January 2023 15:44, UK;[];[];['victim', 'sylvia', '89', 'age', 'died', 'saidadvertisement', 'ice', 'star', 'dies', 'known', 'family', 'alex', 'syms', 'cold', 'films'];"Actress Sylvia Syms, best known for the films Ice Cold In Alex and Victim, has died at the age of 89, her family said.

Advertisement";https://web.archive.org/web/20230127160802/https://news.sky.com/story/sylvia-syms-ice-cold-in-alex-star-dies-at-the-age-of-89-12796814
714;Peloton instructor Leanne Hainsby reveals breast cancer diagnosis;Friday 27 January 2023 15:17, UK;[];['fitness', 'health', 'katy perry', 'kylie minogue', 'peloton', 'taylor swift', 'x factor'];['reveals', 'diagnosis', 'weeks', 'hainsby', 'peloton', 'breast', 'treatment', 'tough', 'cancer', 'popular', 'diagnosed', 'instructor', 'leanne', 'lucky'];"A popular Peloton instructor has revealed she has been diagnosed with breast cancer.

Leanne Hainsby, 35, said in an Instagram post that she was diagnosed with cancer in August 2022.

Describing the period as ""unimaginably tough"", she said she has completed 12 weeks of chemotherapy and surgery.

In the social media post, she described finding a lump two days before the funeral of her close friend Danielle Hampson - the fiancée of X Factor star Tom Mann.

She wrote: ""After multiple scans and appointments with both consultants and cancer nurses, and being completely terrified for a few weeks, in August 2022 I was diagnosed with breast cancer.

""Where possible, I have continued to show up as 'normal' but my reality most of the time has looked very different.

""In terms of treatment and navigating my way through up until this point, it has been something I've kept very private,"" she said.

Image: Leanne revealed she was diagnosed with breast cancer in an Instagram post. Pic: Instagram

She added: ""As a Peloton instructor, a huge part of my role is all about the members, and despite my diagnosis, that has always mattered to me hugely.

""My classes have given me a focus and some sparkle in an otherwise incredibly tough time so thank you to the members who had no idea the amount of joy they were bringing to me every day.

Advertisement

""To be in the early stages of grief after losing Danielle, and then faced with something like this, has been unimaginably tough, and that still feels like an understatement.""

Read more from Sky News:

Inside the NHS facing 'endless' demand

Delivery men 'abandoned sofa stuck on stairs'

Shopping habits could help spot ovarian cancer

'I've always felt one of the lucky ones'

Ms Hainsby said she was confident after receiving an early diagnosis and treatment, despite enduring a ""cruel 2022"".

""I'm in fantastic hands, and I've got this,"" she said.

""Nobody wants to be sat in a room and told they have cancer, and yet I've always felt one of the lucky ones.

""Lucky to be diagnosed early, lucky to be moving fast through treatment, lucky to know I will be ok.""

The next stages of her treatment will involve undergoing surgery to have her portacath - used during chemotherapy - removed, followed by two weeks of radiotherapy, she added.

Image: Leanne Hainsby joined Peloton in 2018. Pic: Instagram

Image: Popular Peloton instructor Leanne Hainsby. Pic: Instagram

Ms Hainsby joined Peloton in 2018 as one of the first British instructors. Her following grew as the brand became popular during the pandemic as people locked indoors turned to home workouts.

The popular instructor, from Kent, is a former professional dancer who has worked with the likes of Taylor Swift, Katy Perry and Kylie Minogue.

She has also danced at events such as the London 2012 Olympics and Paralympics, the Royal Variety Show, and television programmes The X Factor and Strictly Come Dancing.

She became engaged to fellow Peloton instructor Ben Alldis in July 2021 after three years of dating.";https://web.archive.org/web/20230127160802/https://news.sky.com/story/popular-peloton-instructor-leanne-hainsby-shares-unimaginably-tough-breast-cancer-diagnosis-12796521
715;Jeremy Hunt: 'I haven't paid an HMRC fine';Friday 27 January 2023 15:40, UK;[];['jeremy hunt'];['paid', 'nadhim', 'fine', 'tax', 'havent', 'theres', 'right', 'hmrc', 'zahawis', 'underway', 'hunt', 'wouldnt', 'jeremy'];"Jeremy Hunt: 'I haven't paid an HMRC fine'

Jeremy Hunt insists 'it wouldn't be right' for him to comment on Nadhim Zahawi's tax affairs while there's an independent investigation underway.";https://web.archive.org/web/20230127160802/https://news.sky.com/video/jeremy-hunt-i-havent-paid-an-hmrc-fine-12796546
716;NHS crisis: Sir Rod Stewart 'gave a voice to many people's frustrations', says Angela Rayner;Friday 27 January 2023 14:04, UK;[];['angela rayner'];['nhs', 'frustrations', 'stewart', 'sir', 'waiting', 'tory', 'think', 'gave', 'peoples', 'stand', 'rayner', 'times', 'told', 'crisis', 'rod', 'voice'];"NHS crisis: Sir Rod Stewart 'gave a voice to many people's frustrations', says Angela Rayner

Sir Rod Stewart has told Sky News the NHS waiting times are ""ridiculous"", adding: ""I personally have been a Tory for a long time but I think this government should stand down now and give the Labour Party a go.""";https://web.archive.org/web/20230127160802/https://news.sky.com/video/nhs-crisis-sir-rod-stewart-gave-a-voice-to-many-peoples-frustrations-says-angela-rayner-12796675
717;Michael Gove defends Thatcher comments;Friday 27 January 2023 15:58, UK;[];['michael gove'];['thatcher', 'signing', 'defends', 'standards', 'michael', 'gove', 'spirit', 'secretary', 'speaking', 'comments', 'north', 'thatcherism'];"Michael Gove defends Thatcher comments

The Levelling Up Secretary was speaking in the North East after signing a devolution deal to give more powers and funding to local leaders in the north. It comes after Michael Gove said 'the spirit of Thatcherism' will help raise living standards in the north.";https://web.archive.org/web/20230127160802/https://news.sky.com/video/michael-gove-defends-thatcher-comments-12796797
718;Volodymyr Zelenskyy pays respects to Holocaust victims;Friday 27 January 2023 16:03, UK;[];['holocaust', 'volodymyr zelenskyy'];['victims', 'paid', 'zelenskyy', 'space', 'respects', 'holocaust', 'world', 'saying', 'president', 'ukraines', 'pays', 'volodymyr'];Ukraine's President Volodymyr Zelenskyy has paid his respects to Holocaust victims at a ceremony in Kyiv, saying 'the more nations of the world overcome indifference, the less space there will be in the world for hatred'.;https://web.archive.org/web/20230127160802/https://news.sky.com/video/volodymyr-zelenskyy-pays-respects-to-holocaust-victims-12796799
719;In full: Zelenskyy interview;Friday 27 January 2023 14:20, UK;[];[];['peace', 'playerskys', 'meeting', 'sits', 'zelenskyy', 'kay', 'putin', 'talks', 'video', 'president', 'interview'];"Please use Chrome browser for a more accessible video player

Sky's Kay Burley sits down with President Zelenskyy who says he is 'not interested' in meeting 'nobody' Putin for peace talks";https://web.archive.org/web/20230127160802/https://news.sky.com/video/in-full-zelenskyy-interview-12795768
720;Holocaust Memorial Day: Volodymyr Zelenskyy honours the memory of Holocaust victims;Friday 27 January 2023 15:26, UK;[];[];['victims', 'telegram', 'message', 'memorial', 'ukrainian', 'memory', 'zelenskyy', 'posted', 'victimsthe', 'holocaust', 'saying', 'president', 'honours', 'day', 'volodymyr'];"Holocaust Memorial Day: Volodymyr Zelenskyy honours the memory of Holocaust victims

The Ukrainian President posted the message to his Telegram channel, saying 'never again to hatred, never again to indifference'.";https://web.archive.org/web/20230127160802/https://news.sky.com/video/holocaust-memorial-day-volodymyr-zelenskyy-honours-the-memory-of-holocaust-victims-12796671
721;Chancellor's 'Britain needs you' plea to the retired may be a tall order;Friday 27 January 2023 14:39, UK;['paul kelso', '@pkelso'];[];['retired', 'growth', 'economic', 'tall', 'tax', 'brexit', 'chancellors', 'work', 'right', 'order', 'months', 'cut', 'chancellor', 'hunt', 'needs', 'britain', 'plea'];"Jeremy Hunt became chancellor because he was the most sensible candidate left standing in the wake of Liz Truss's catastrophic mini-budget.

Four months on, he's earned praise for balancing the books but still had a blank space to fill in when it comes to growth - a crucial plank of economic policy in danger of becoming a dirty word after Truss pursued it over a cliff edge.

The economic circumstances remain deeply challenging, with inflation running above 10%, interest rates on the rise and public sector workers demanding pay rises while business and Conservative backbenchers want tax cuts to incentivise investment.

Two months before his first budget, the chancellor was not about to blow a reputation for rectitude by announcing detailed new policy.

Instead, we got a speech that, in tone if not style, could have been delivered by Boris Johnson, recasting the economic challenge as a debate between optimists and pessimists.

Brexit, Mr Hunt said, remains the opportunity on which future prosperity will be based, despite the myriad challenges reported by businesses at the sharp end.

Read more:

Hunt dismisses economic gloom as he dashes Tory tax cut hopes

Union refuses to rule out strikes over fears of significant Asda job losses

He had statistics to prove it. Britain has performed ""about as well"" as Germany since 2016 and better than Japan, Italy and France on one measure of GDP since 2010.

Asked by Sky News whether it would be more honest to acknowledge that Brexit had failed to live up to promises, he said no.

Advertisement

""It's a big change in our economic relations with our closest neighbours and of course that is going to need adaptation,"" he said.

""Of course there is some short-term disruption, but I think it's completely wrong to just focus on that without looking at the opportunities.""

Please use Chrome browser for a more accessible video player 1:15 'Brexit is an opportunity'

Anyone denying the UK was well-placed to thrive was peddling ""declinism"", a characterisation with echoes of Johnson's ""gloomsters"" that channelled the crudest divisions of the referendum debate.

Those guilty, Mr Hunt said, include newspaper columnists on the left and right, and the Labour Party.

Judging by conversations in the margins of his speech, he also blames a number of Britain's largest employers, who have called for more business-friendly government policy.

For the backbenchers who have lobbied hard for tax cuts despite the recent trauma of Truss' unfunded giveaway, there was a clear message.

""The best tax cut right now is a cut in inflation,"" he said.

That means do not expect much in March.

Please use Chrome browser for a more accessible video player 6:02 Carmakers seek support in face of 'protectionist' threat

For the audience in the room, entrepreneurs and investors in the new technologies, life sciences and advanced manufacturing crucial to delivering growth, the message was delivered with a broad brush.

He said enterprise and education were priorities, pointing to the natural advantages of the City of London and the brains trust of the UK's world-leading universities.

New investment worth up to £100bn would be unlocked when reforms to EU-era regulation governing the reserves held by insurance companies are finally passed ""in the coming months"", he said.

The chancellor did not deny that the economy faces challenges, referring to the ""productivity puzzle"" that has seen output still not recover to pre-pandemic levels.

He said increasing employment was the key, highlighting a shortage of workers that many businesses blame on new Brexit immigration controls.

Mr Hunt preferred to focus on the growth of ""economic inactivity"" - those of working age who are not in work, by choice or through illness.

Around one-in-five 16-64 year olds currently meet that definition, 6.6 million people once students are removed from the figures.

Mr Hunt promised help to get the long-term sick back to work and then made a striking direct appeal to retirees: ""To those who retired early after the pandemic, or haven't found the right role after furlough, I say - Britain needs you.""

Persuading those who don't need to work to come back to the daily grind may be a tall order.

Whether you're an optimist or pessimist, economic reality will have the last word.";https://web.archive.org/web/20230127160802/https://news.sky.com/story/chancellors-britain-needs-you-plea-to-the-retired-is-a-tall-order-for-them-and-business-12796713
722;Drug boss, rogue juror and his mum, and one-legged mechanic jailed over trial fixing plot;Friday 27 January 2023 15:18, UK;[];[];['juror', 'allen', 'onelegged', 'rogue', 'mechanic', 'plot', 'jury', 'handed', 'trial', 'mum', 'jailed', 'jail', 'months', 'fixing', 'mother', 'drug', 'walker'];"A drugs kingpin, a rogue juror and his mother and a one-legged mechanic have been jailed for attempting to fix a trial.

Boxing promoter Leslie Allen, 66, recruited a group of people to help him get off charges of having £150,000 of cannabis and cocaine and a pepper spray in 2018.

However, the plot backfired ""spectacularly"" after other jurors in the Warwick Crown Court case became suspicious of Damien Drackley's behaviour during deliberations.

Drackley was reported to the judge who went on to convict Allen without the jury and jail him for 13 years.

After a trial at the Old Bailey, Allen, Drackley, 37, Mark Walker, 57, who was known as ""Walker the one-legged mechanic"", and Laurence ""Del Boy"" Hayden, 54, were found guilty of conspiracy to pervert the course of justice.

Drackley's mother Lorraine Frisby, 56, from Birmingham, had admitted the charge and soliciting the disclosure of jury deliberations.

On Friday they were all handed jail sentences by Mr Justice Cavanagh.

Leader Allen was handed five years to run consecutively to his drugs sentence.

""Naive and foolish"" Drackley was given four years for his part in the plot.

Advertisement

""Pivotal character"" Frisby received two years and three months while Walker was given nine months for his more ""minor role"".

Hayden failed to attend his trial and has since been arrested in Spain under an extradition warrant, the court was told.";https://web.archive.org/web/20230127160802/https://news.sky.com/story/drug-boss-rogue-juror-and-his-mum-and-one-legged-mechanic-jailed-over-trial-fixing-plot-12796715
