;index;Unnamed: 0.1;Unnamed: 0;Title;Date;Authors;Tags;NLP Keywords;Text;Url;Chat GPT
43;43;2920;2920;IMF explains forecast for UK economy and why it will lag behind Russia in 2023;Tuesday 31 January 2023 08:21, UK;[];['uk economy'];['worse', 'fare', 'lag', 'imf', 'explains', 'russia', 'economy', 'world', '2023', 'uk', 'forecast'];"IMF explains forecast for UK economy and why it will lag behind Russia in 2023

The IMF says that this year the UK economy will fare worse than any other country in the developed world.";https://web.archive.org/web/20230131113336/http://news.sky.com/video/imf-explains-forecast-for-uk-economy-and-why-it-will-lag-behind-russia-in-2023-12799644;2
44;44;2921;2921;Rees-Mogg: 'When was the IMF forecast last right?' Former cabinet minister questions accuracy of economic prediction;Tuesday 31 January 2023 10:00, UK;[];['jacob rees-mogg', 'uk economy'];['sceptical', 'worse', 'questions', 'economic', 'minister', 'forecast', 'prediction', 'imf', 'accuracy', 'russia', 'secretary', 'world', 'right', 'cabinet', 'uk', 'reesmogg'];"Rees-Mogg: 'When was the IMF forecast last right?' Former cabinet minister questions accuracy of economic prediction

Former business secretary is sceptical over forecast that this year the UK economy will fare worse than any other country in the developed world - including Russia.";https://web.archive.org/web/20230131113336/http://news.sky.com/video/when-was-the-imf-forecast-last-right-jacob-rees-mogg-questions-accuracy-of-economic-prediction-12799687;1
45;45;2922;2922;Jacob Rees-Mogg: 'I worry that we are getting snowflaky about this';Tuesday 31 January 2023 10:45, UK;[];['jacob rees-mogg'];['prime', 'minister', 'getting', 'raab', 'worry', 'jacob', 'snowflaky', 'reportedly', 'reesmogg', 'thisdominic'];"Jacob Rees-Mogg: 'I worry that we are getting snowflaky about this'

Dominic Raab, the deputy prime minister, has reportedly been accused of bullying by more than 20 people.";https://web.archive.org/web/20230131113336/http://news.sky.com/video/jacob-rees-mogg-i-worry-that-we-are-getting-snowflakey-about-this-12799683;6
46;46;2924;2924;'Extra safeguards' coming after AI generator used to make celebrity voices read offensive messages;Tuesday 31 January 2023 11:39, UK;[];['artificial intelligence'];['deepfake', 'celebrity', 'reading', 'extra', 'voices', 'voice', 'generated', 'safeguards', 'tool', 'video', 'technology', 'used', 'clips', 'offensive', 'generator', 'read', 'messages', 'coming', 'ai'];"A voice technology company which uses artificial intelligence (AI) to generate realistic speech says it will introduce extra safeguards after its free tool was used to generate celebrity voices reading highly inappropriate statements.

ElevenLabs released a so-called voice cloning suite earlier this month.

It allows users to upload clips of someone speaking, which are used to generate an artificial voice.

This can then be applied to the firm's text-to-speech speech synthesis feature, which by default offers a list of characters with various accents that can read up to 2,500 characters of text at once.

Read more:

Ukraine war: Deepfake video of Zelenskyy telling Ukrainians to 'lay down arms' debunked

'Google it' no more? How AI could change the way we search the web

It didn't take long for the internet at large to start experimenting with the technology, including on the infamous anonymous image board site 4chan, where generated clips included Harry Potter actress Emma Watson reading a passage from Adolf Hitler's Mein Kampf.

Other files found by Sky News included what sounds like Joe Biden announcing that US troops will go into Ukraine, and a potty-mouthed David Attenborough boasting about a career in the Navy Seals.

Film director James Cameron, Top Gun star Tom Cruise, and podcaster Joe Rogan have been targeted, and there are also clips of fictional characters, often reading deeply offensive, racist, or misogynistic messages.

'Crazy weekend'

Advertisement

In a statement on Twitter, ElevenLabs - which was founded last year by ex-Google engineer Piotr Dabkowski and former Palantir strategist Mati Staniszewski - asked for feedback on how to prevent misuse of its technology.

""Crazy weekend - thank you to everyone for trying out our Beta platform,"" it said.

""While we see our tech being overwhelmingly applied to positive use, we also see an increasing number of voice cloning misuse cases. We want to reach out to Twitter community for thoughts and feedback!""

Twitter Due to your consent preferences, you’re not able to view this. Open Privacy Options

The company said that while it could ""trace back any generated audio"" to the user who made it, it also wanted to introduce ""additional safeguards"".

It suggested requiring additional account checks, such as asking for payment details or ID; verifying someone's copyright to the clips they upload; or dropping the tool altogether to manually verify each voice cloning request.

But as of Tuesday morning, the tool remained online in the same state.

The company's website suggests its technology could one day be used to give voice to articles, newsletters, books, educational material, video games, and films.

Sky News has contacted ElevenLabs for further comment.

Please use Chrome browser for a more accessible video player 1:27 'Deepfake porn violated me'

Dangers of AI generated media

The deluge of inappropriate voice clips is a reminder of the perils of releasing AI tools into the public sphere without sufficient safeguards in place - previous examples include a Microsoft chatbot which had to be taken down after quickly being taught to say offensive things.

Earlier this month, researchers at the tech giant announced they had made a text-to-speech AI called VALL-E that could simulate a person's voice based on just three seconds of audio.

They said they would not be releasing the tool to the public because ""it may carry potential risks"", including people ""spoofing voice identification or impersonating a specific speaker"".

The technology presents many of the same challenges as deepfake videos, which have become increasingly widespread on the internet.

Last year, a deepfake video of Volodymyr Zelenskyy telling Ukrainians to ""lay down arms"" was shared online.

It came after the creator of a series of realistic Tom Cruise deepfakes, albeit more light-hearted clips purporting to show the actor doing magic tricks and playing golf, warned viewers about the technology's potential.";https://web.archive.org/web/20230131113336/http://news.sky.com/story/extra-safeguards-coming-after-ai-generator-used-to-make-celebrity-voices-read-offensive-messages-12799703;7
47;47;2925;2925;"Cost of living latest: Britons face 'stronger cost of living crisis' than Russians; serial refunders cost small businesses £12k a month";;[];['cost of living', 'live'];['living', 'russians', 'end', 'face', 'refunders', 'change', 'flights', 'small', 'serial', 'flight', 'passenger', 'pregnant', 'month', 'latest', 'ryanair', 'right', 'cost', 'travel', 'stronger'];"Your dilemmas: Can I change my Ryanair flights because I'm pregnant - or will I have to pay?

Megan Baynes, cost of living reporter says:

Well, first of all - congratulations! Ryanair does allow you to change your flight date and route up to two-and-a-half hours before the plane is scheduled to depart.

But, unfortunately, you will likely have to pay a fee.

Online it will cost you £45 per passenger, per one-way flight (so £90 per return). If you call their reservation center, or try and change it at the airport, this will be £60 per passenger per one-way flight (so £120 a return).

Given flights with Ryanair - dependent on the destination - can be quite cheap, you could end up paying more to change the date than you did on your original flight.

It's worth checking your travel insurance if you took some out before you became pregnant, because this may cover the cost of cancelling and rebooking the flights. Each policy varies but give the insurance provider a call and they can talk you through it.

I've also had a look at the small print and - you might already know this - but for uncomplicated single pregnancies, Ryanair restricts travel beyond the end of the 36th week. For twins, triplets, and so on, it is beyond the end of the 32nd week.

However, complicating things further, Ryanair reserves the right to refuse travel to an expectant mother over 28 weeks pregnant and who does not have a 'fit to fly' certificate from a doctor or midwife so make sure you plan your holiday well in advance of these dates and have all the right papers -have a great holiday.";https://web.archive.org/web/20230131113336/http://news.sky.com/story/cost-of-living-latest-tesco-hot-deli-shake-up-puts-thousands-of-jobs-at-risk-why-has-the-imf-downgraded-the-uk-12615118;2
48;48;2926;2926;'Doppelganger murder': German woman accused of killing her lookalike in attempt to fake her own death;Tuesday 31 January 2023 10:55, UK;[];['germany'];['week', 'fake', 'victim', 'doppelganger', 'killing', 'women', 'death', 'k', 'sharaban', 'case', 'woman', 'lookalike', 'german', 'accused', 'murder', 'ingolstadt', 'attempt'];"A woman has been accused of seeking out a lookalike of herself on social media and murdering her in a bid to fake her own death.

Authorities say Sharaban K, a 23-year-old beautician of Iraqi descent from Munich, searched for women who resembled her closely online before killing one of them in order to go into hiding, German news outlets are reporting.

The case has been dubbed the ""doppelganger murder"", in reference to a German folktale about a ghostly identical spirit, but the word doppelganger also has come to mean a stranger who looks like a twin.

The suspect and others involved in the case are being referred to by their first names and last initials, as is customary in the German legal system.

Police first discovered a blood-covered body in August last year in a parked Mercedes in Ingolstadt, southern Germany.

Reports initially identified the victim as Sharaban K, but a post mortem examination raised questions about the body's identity.

The victim was eventually named as Khadidja O, a 23-year-old beauty blogger from the neighbouring state of Baden-Wurttemberg.

Police later stated the victim and Sharaban K were ""strikingly alike"" in appearance due to their physical similarities such as straight black hair.

On 19 August, officers detained Sharaban K and a friend accused of plotting the scheme.

Advertisement

The full extent of the case and their alleged motives were not publicly disclosed by authorities until this week, and it is has now emerged prosecutors believe Sharaban K planned to fake her own death due to a dispute with family.

""Investigations have led us to assume that the accused wanted to go into hiding because of a family dispute and fake her own death to that effect,"" Veronika Grieser, of the Ingolstadt state prosecutor's office, said in a statement.

Ms Grieser explained that investigations uncovered several attempts by Sharaban K to reach out to women on social media she resembled in the week before the alleged murder.

She is said to have operated under aliases and attempted to set up meetings with the women.

While many of these attempts proved unsuccessful, she eventually managed to set up a meeting with Khadidja O by making a ""cosmetics offer"", authorities allege.

Sharaban K and Sheqir K are accused of picking up the woman before taking her to a forested area between Heilbronn and Ingolstadt, before stabbing her to death.

Arrest warrants were issued for both women last week, and they each face life in prison if convicted.

Police spokesperson Andreas Aichele told the German tabloid newspaper Bild: ""The crime weapon has not been found, but the evidence is overwhelming. The victim was killed with over 50 thrusts of the knife, the face completely disfigured.""";https://web.archive.org/web/20230131113336/http://news.sky.com/story/doppelganger-murder-german-woman-accused-of-killing-her-lookalike-in-attempt-to-fake-her-own-death-12799704;5
49;49;2927;2927;Matt Hancock claims he did not 'primarily' go on I'm A Celeb for the money and defends 'decent' charity donation;Tuesday 31 January 2023 09:49, UK;['sophie morris', '@itssophiemorris'];['covid-19', 'matt hancock'];['fee', 'matt', 'mr', 'received', 'mps', 'defends', 'decent', 'money', 'hancock', 'claims', 'charity', 'mp', 'im', 'video', 'donation', 'primarily', 'appearance'];"Matt Hancock says he did not ""primarily"" go on I'm A Celebrity... Get Me Out Of Here! for the money.

He also defended the 3% of his £320,000 appearance fee which he donated to charity as a ""decent sum"".

The former health secretary said the £10,000 donation was ""more than my MPs' salary"" that he still received while appearing on the reality TV show in the Australian jungle.

Entering the show despite criticism from constituents and colleagues, Mr Hancock's team had told reporters he would be donating a portion of his appearance fee.

Ahead of his appearance, Mr Hancock said he signed up to raise awareness of dyslexia, which he was diagnosed with while at Oxford University.

IMF's dire forecast for UK economy is 'wrong' - politics latest

Mr Hancock later revealed he had given a share of the £10,000 sum to the St Nicholas Hospice in Suffolk and the British Dyslexia Association after official records showed his fee amounted to £320,000.

""I didn't primarily do it [go on the reality show] for the money, I primarily did it to try to show who I am,"" Mr Hancock told ITV's Good Morning Britain programme.

""I think £10,000 is actually a decent sum.""

Advertisement

He also confirmed he still received his MP salary while in the jungle, but said his donations were larger than that sum, which is around £7,000 per month.

The West Suffolk MP, who was kicked out of the Conservative Party over his appearance on the show, did concede that ""of course there was a discussion and negotiation over the fee"".

But he argued that he ""certainly would have considered"" appearing on the programme for just £10.

Please use Chrome browser for a more accessible video player 0:46 Hancock on personal experience of dyslexia

He also denied that negotiations about his fee soared after he turned down initial offers.

Mr Hancock finished in third place on the show behind actor Owen Warner and England professional footballer Jill Scott.

Records on the MPs' register of interests showed Mr Hancock received £320,000 from Lifted Entertainment, ITV Studios, for the work which he listed as lasting for 30 days.

The appearance was criticised by many MPs, including the prime minister.

More than 1,000 complaints were made to broadcasting watchdog Ofcom over his participation.

Read more:

Man charged with assaulting Matt Hancock on London Underground

Boris Johnson earns nearly £1m in one month - and Matt Hancock's I'm A Celeb fee revealed

'Matt Hancock App' to be discontinued after five years - with MP moving to TikTok

The families of some of those who died during the COVID-19 pandemic even flew a message over the I'm A Celebrity camp, demanding his removal.

A statement from the group behind the banner, 38 Degrees - a British non-profit political activism organisation - said his appearance on the show was ""sickening"".

Please use Chrome browser for a more accessible video player 1:49 Hancock to quit as MP

Mr Hancock's campmates, including singer Boy George and TV journalist Charlene White, also questioned his actions during the pandemic inside the camp.

The Conservative MP resigned as health secretary for breaking social distancing guidance after video emerged of him kissing and embracing an aide in his office.

Click to subscribe to the Sky News Daily wherever you get your podcasts

He has since confirmed he will not be standing for the Conservative Party at the next general election.

It was previously revealed that Mr Hancock had also earned £45,000 for taking part in Channel 4's Celebrity SAS: Who Dares Wins during September and October.";https://web.archive.org/web/20230131113336/http://news.sky.com/story/matt-hancock-claims-he-did-not-primarily-go-on-im-a-celeb-for-the-money-and-defends-decent-charity-donation-12799668;1
50;50;2928;2928;Jacob Rees-Mogg says people are getting 'snowflaky' about bullying allegations levelled at government ministers;Tuesday 31 January 2023 11:20, UK;['sophie morris', '@itssophiemorris'];['dominic raab', 'jacob rees-mogg'];['mr', 'minister', 'getting', 'reesmogg', 'civil', 'sunak', 'deputy', 'allegations', 'raab', 'secretary', 'bullying', 'jacob', 'snowflaky', 'senior', 'ministers', 'levelled'];"Jacob Rees-Mogg has warned that people are getting ""a bit snowflaky"" about bullying allegations levelled at government ministers.

The former cabinet minister told Sky News individuals should be ""careful"" when talking about accusations involving those including Deputy Prime Minister Dominic Raab.

""I think we've got to be slightly careful about the bullying allegations,"" the senior Conservative MP said.

""We mustn't be too snowflaky about it.

""People need to be able to say this job has not been done well enough and needs to be done better.

""It's a very difficult line to judge. It's not a straightforward issue in most cases. It's how did somebody react, what did somebody say, is it reasonable to demand from senior and well-paid professionals a level of good service?

""And then you have to judge whether that line has been overstepped. But I do worry we are getting a bit snowflakey about this.""

IMF's dire forecast for the UK is 'wrong' - politics latest

Mr Rees-Mogg added that it is ""completely sensible"" for Mr Raab to remain in his position while the investigation into his conduct continues.

Advertisement

He also backed former PM Boris Johnson for keeping Priti Patel in place as home secretary despite her being found to have broken the ministerial code over bullying allegations.

Mr Rees-Mogg's comments were condemned by a civil service union chief.

Dave Penman, general secretary of the FDA union, said: ""Even by Rees-Mogg's standards this is outrageous.

""A former leader of the House, trivialising bullying that we know has ruined lives and careers.

""Not only should he be ashamed of himself, but his leader and party should distance themselves from this.""

Adam Tolley KC is investigating the bullying allegations against Mr Raab, with reports suggesting at least 24 civil servants have raised complaints about his conduct.

Please use Chrome browser for a more accessible video player 1:26 'I've behaved professionally at all times'

The first claims against the deputy PM emerged in The Guardian and relate to his stint at the Ministry of Justice between September 2021 and September 2022 under Boris Johnson.

Around 15 senior civil servants in his private office had been offered ""respite or a route out"" after his return was announced, the newspaper said, due to concerns some were still traumatised from working for him.

Multiple MoJ sources also said he had previously created a ""culture of fear"" in the department, alleging he was ""very rude and aggressive"", adding: ""[He] wasn't just unprofessional, he was a bully.""

A spokesperson for the department said there was ""zero tolerance for bullying across the civil service"".

Hours later, a report in The Sun claimed he had thrown tomatoes from his salad at staff.

Another in The Mirror said he had been given the nickname ""The Incinerator"" because of how quickly he ""burns through"" employees.

A spokesman for the deputy PM dismissed the salad attack claim as ""complete nonsense"" and denied a high turnover of staff in his departments.

Please use Chrome browser for a more accessible video player 3:36 Raab denies throwing tomatoes

There have also been allegations about Mr Raab's behaviour when he was Brexit secretary in 2018 and during his time as foreign secretary, between July 2020 and September 2021.

Read more from Sky News:

Hancock says he did not 'primarily' go on I'm A Celeb for the money

Watchdog chief removes himself from BBC chairman investigation

The Times newspaper has today reported that a permanent secretary who worked under Mr Raab - Lord McDonald of Salford, the former permanent secretary at the Foreign Office - has given evidence to Mr Tolley, as a witness.

Mr Raab has said he has ""never tolerated bullying"" and promised to ""cooperate fully"" with the investigation.

Prime Minister Rishi Sunak has said it is ""right that these matters are investigated fully"".

Click here to subscribe to The Open Secret wherever you get your podcasts

But the Liberal Democrats have called on the PM to suspend Mr Raab while the investigation into his conduct takes place.

Liberal Democrat chief whip Wendy Chamberlain said: ""The reported scale of the allegations against Dominic Raab raises real questions for Rishi Sunak. Why hasn't the prime minister suspended Raab yet, for the duration of this inquiry?

""Rishi Sunak promised to govern with integrity but I'm afraid his track record so far is the opposite.

""Scandal after scandal continues to emerge about various members of the cabinet, yet Sunak is incapable of doing the right thing and taking decisive action.""";https://web.archive.org/web/20230131113336/http://news.sky.com/story/jacob-rees-mogg-says-people-are-getting-snowflaky-about-bullying-allegations-levelled-at-government-ministers-12799696;1
51;51;2929;2929;Tesco eyes surprise bid to wrap up deal for Paperchase brand;Tuesday 31 January 2023 11:19, UK;['mark kleinman', '@markkleinmansky'];['tesco'];['recent', 'surprise', 'deal', 'administration', 'paperchases', 'tesco', 'wrap', 'firm', 'chain', 'eyes', 'paperchase', 'curtis', 'talks', 'brand', 'street', 'bid'];"Tesco is poised to snap up the Paperchase brand in a surprise swoop that will cast a shadow over hundreds of high street jobs.

Sky News has learnt that Britain's biggest supermarket chain is in advanced talks about buying Paperchase's name and other intellectual property through a pre-pack administration that could take place as early as Tuesday.

Sources close to the situation said Tesco was unlikely to be interested in any of Paperchase's stores, meaning that most of its workforce may face the prospect of losing their jobs.

It was unclear on Tuesday morning whether any other suitors were in talks about a deal.

Sky News revealed this week that the chain was on the brink of administration as hopes of a solvent rescue deal faded.

Begbies Traynor, the professional services firm, is lined up to handle the insolvency following a sale process run by PricewaterhouseCoopers over recent weeks.

Paperchase was put up for sale late last year, just four months after its most recent change of ownership.

The chain was taken over in August by Steve Curtis, an experienced retail investor who has been involved with Tie Rack and Jigsaw.

Retail Realisation, an industry advisory firm with which Mr Curtis and turnaround firm Rcapital are affiliated, was also involved in last summer's deal.

Advertisement

Paperchase had previously been one of many retail casualties of COVID-19, having undergone a pre-pack administration in January 2021.

Other notable high street chains to collapse during the pandemic included Debenhams and the Dorothy Perkins-to-TopShop empire, Arcadia Group.

Spreaker Due to your consent preferences, you’re not able to view this. Open Privacy Options

Click to subscribe to The Ian King Business Podcast

It trades from about 100 stores, and Mr Curtis was said at the time of the most recent takeover to be backing an existing management plan to grow that number to approximately 150 in the coming years.

Permira Credit, the previous owner, had invested in Paperchase's digital offering as well as new shop openings and executive recruitment since its last brush with insolvency.

At that time, Paperchase employed nearly 1,300 people, and traded from more than 125 sites across the UK.

Its outlets included concessions at House of Fraser, Selfridges and a number of Next stores.

Tesco and Paperchase both declined to comment.";https://web.archive.org/web/20230131113336/http://news.sky.com/story/tesco-eyes-surprise-bid-to-wrap-up-deal-for-paperchase-brand-12799670;2
52;52;2930;2930;UK and US rule out sending F-16 jets to Ukraine - as No 10 says it would be impractical;Tuesday 31 January 2023 13:02, UK;['sophie morris', '@itssophiemorris'];['ukraine'];['jets', 'send', 'ruled', 'rule', 'support', 'f16', 'tanks', 'russia', 'ukraine', 'impractical', 'sending', 'war', 'uk'];"Both the UK and US have ruled out sending F-16 fighter jets to Ukraine.

Downing Street said it is ""not practical"" to send them to Ukraine to bolster its fight against Russia.

While US President Joe Biden responded ""no"" when asked by a reporter if he would send F-16s to the frontline, and confirmed Washington will not give Kyiv any of the jets.

Ukraine war latest: Russia 'likely to launch new offensive in Ukraine imminently'

It comes after Ukrainian officials stepped up calls for allies to donate advanced warplanes so they can control their airspace.

They are currently using old Soviet-era jets.

There are concerns sending such technology could escalate the conflict and be viewed by Russia as NATO countries entering the war by proxy.

Speaking on Tuesday, the prime minister's official spokesman said: ""The UK's Typhoon and F-35 fighter jets are extremely sophisticated and take months to learn how to fly. Given that, we believe it is not practical to send those jets into Ukraine.

""We will continue to provide and accelerate our military support to Ukraine and listen carefully to their requests.

Advertisement

""It is the length of time it takes to learn how to use what are very complex pieces of equipment that is the limiting factor in this case but we will explore what more we can do to support Ukraine.""

On Monday, Britain's defence secretary had said he was keeping an open mind about joining any future coalition supplying jets.

Please use Chrome browser for a more accessible video player 4:22 Will the West send jets to Ukraine?

Ben Wallace told parliament there was a track record of countries saying they would not send arms and then relenting.

France's President Emmanuel Macron has not ruled out the possibility either but said certain conditions would need to be met.

Ukraine's defence minister is likely to press his argument for jets when he visits France this week.

There have also been ""positive signals"" from Poland, according to Ukraine's most senior presidential adviser.

Read more:

Will German tanks be enough to deter Putin?

President Zelenskyy talks to Kay Burley in Kyiv

The renewed call for jets follows Western allies last week agreeing to donate dozens of tanks to the war.

America and Germany said they would together hand over more than 40, adding to the 14 promised by the UK and the 74 pledged by Poland.

However, it is believed it could be several months before some of them are delivered and are able to enter battle.

Billions of pounds of weaponry and small arms have already been donated to the country, but Ukraine has said modern tanks are vital to push back Russia and reclaim territory.";https://web.archive.org/web/20230131113336/http://news.sky.com/story/president-biden-rules-out-donating-f-16-fighter-jets-to-ukraine-12799633;1
53;53;2932;2932;Police promise to admit mistakes and not 'defend the indefensible' after Hillsborough report recommendations;Tuesday 31 January 2023 13:43, UK;[];['hillsborough'];['hillsborough', 'disaster', 'bereaved', 'ensure', 'admit', 'law', 'indefensible', 'response', 'promise', 'families', 'report', 'defend', 'reforms', 'recommendations', 'tragedy', 'mistakes'];"Police chiefs have promised to acknowledge mistakes and not ""defend the indefensible"" as they set out long-awaited reforms in the wake of a report into the Hillsborough disaster.

Among the changes are a Charter For Families Bereaved Through Public Tragedy, which commits police leaders to acknowledge any mistakes and ensure ""care, compassion, openness, transparency and accountability"".

All forces in England and Wales have signed up to the pledge.

The police response on the day of the 1989 stadium crush - as well as after it - has long been an open wound for families of the 97 dead and those who survived.

A 2016 inquest jury ruled the fans were unlawfully killed amid a number of police errors.

""Police failures were the main cause of the tragedy and have continued to blight the lives of family members ever since,"" said Chief Constable Andy Marsh, head of the College of Policing.

""Descriptions of how the bereaved were treated by police officers in the immediate aftermath of the disaster make harrowing reading..."" adds the introduction to today's report.

""When compassion and leadership were most needed, the bereaved were often treated insensitively and the response lacked coordination and oversight.""

The reforms are in reply to the former bishop of Liverpool, James Jones, who made formal recommendations for ensuring the suffering of Hillsborough families is not repeated.

Advertisement

They were published five years ago, but the national police response couldn't be made public until legal proceedings and other matters were over.

Today's report says Hillsborough must be ""the touchstone for more ethical police leadership"" - and as such candour will become a key theme of the police's updated code of ethics.

A supporting code of practice - which senior police must follow - will also set out ""a responsibility to ensure openness and candour within their force"".

'Deeply sorry'

Other reforms include new national guidance for the family liaison officers - the point of contact with relatives when somebody is involved in a tragedy such as Hillsborough.

Findings from the 2017 report, as well as tragedies like Grenfell Tower, have been fed into the latest best practice.

A new code of practice on police information and records management is also being implemented after records relating to Hillsborough were lost or destroyed.

Senior police repeated their apologies for the disaster as they published their response on Tuesday.

Read more:

Police to pay compensation over Hillsborough cover-up

Statements altered to 'mask police failings', court hears

Image: Ninety-seven fans died in the disaster at Sheffield Wednesday's Hillsborough ground

Martin Hewitt, chair of the National Police Chiefs' Council (NPCC), said he was ""deeply sorry for the tragic loss of life, and for the pain and suffering that the families of the 97 victims experienced on that day and in the many years that have followed"".

He said they were now committed to responding to major incidents with ""openness and with compassion for the families"" above any other interest.

""Collectively, the changes made since the Hillsborough disaster and in response to Rt Reverend James Jones's report aim to ensure the terrible police failures made on the day and in the aftermath can never happen again.""

'Promises must become law'

The former bishop said he welcomed the police response and its acknowledgment that the treatment of families was ""harrowing"".

He also welcomed the NPCC's new ""duty of candour"" and its view that bereaved families should have as much legal representation as public bodies after a tragedy.

He said the government must now make these two principles legally binding as ""Hillsborough Law"".

The government has yet to formally respond to the 2017 report - something a survivors' group says is stopping families from being able to move on.

Please use Chrome browser for a more accessible video player 3:39 Response and apology have taken 'way too long'

Chairman of the Hillsborough Survivors' Support Alliance, Peter Scarfe, also called the five-year wait for a police response ""way too long"".

He said the police reforms should be put into law to make a real difference.

""It's not quite Hillsborough Law - I would expect Hillsborough Law to be passed,"" he said.

""It's easy saying we've learnt from it, we're going to correct our mistakes, we'll make sure accountability is there, we can't cover things up - but without a law they can.""

The prime minister's official spokesman said part of the delay in responding to James Jones's report had been to avoid the risk of prejudicing criminal cases.

""The government has been working closely with the relevant departments and organisations to carefully consider and address the points directed at government,"" the spokesman said.

""That's alongside the work with the police, because there are elements that span both government and policing.""

He said there was no specific date for a response as ""it's important to ensure we do this properly"".";https://web.archive.org/web/20230131121452/http://news.sky.com/story/police-promise-to-admit-mistakes-and-not-defend-the-indefensible-after-hillsborough-report-recommendations-12799806;3
54;54;2933;2933;Thousands of ambulance workers in England to strike on 10 February over ongoing pay dispute;Tuesday 31 January 2023 13:37, UK;['sophie morris', '@itssophiemorris'];['strikes'];['workers', 'nhs', 'union', 'england', 'ongoing', 'unions', 'strike', 'action', 'ministers', 'ambulance', 'thousands', 'pay', 'dispute', 'strikes'];"Thousands of ambulance workers in England will strike on 10 February, Unison has announced.

The union said workers across five services will walk out as the long-running dispute over pay and staffing continues.

Ambulance workers in London, Yorkshire, the South West, North East and North West will be involved in the industrial action.

Strikes will now be happening across the NHS every day next week apart from Wednesday.

'Toxic cocktail' behind dire economy forecast - politics latest

Downing Street said the latest strike action by ambulance workers is ""deeply concerning"".

""We are putting in place significant mitigations that have previously helped reduce some of the impact from these strikes,"" the PM's official spokesperson said.

""But first and foremost we would ask the unions to reconsider that approach and continue discussions.""

Announcing the latest industrial action, Unison urged ministers to stop ""pretending the strikes will simply go away"" and improve ambulance workers' pay.

Advertisement

The union also warned that unless the government has a ""major rethink"" over NHS pay, and gets involved in ""actual talks"" with unions, it will announce strike dates running into March.

It added that by then, the dispute is likely to affect double the number of trusts and extend to the whole of the ambulance service in England.

""The government must stop playing games. Rishi Sunak wants the public to believe ministers are doing all they can to resolve the dispute. They're not,"" the union's head of health Sara Gorton said.

""There are no pay talks, and the prime minister must stop trying to hoodwink the public. It's time for some honesty. Ministers are doing precisely nothing to end the dispute.

""The government's tactics seem to be to dig in, wait months for the pay review body report and hope the dispute goes away. It won't. And in the meantime, staff will carry on quitting, and patients being let down.

""There can be no health service without the staff to run it. Ministers must open proper talks to end the dispute and put in place the urgent retention plan needed to boost pay and staffing across the NHS.""

Please use Chrome browser for a more accessible video player 2:25 Rising support for unions - poll

The latest strike announcement comes as ministers are braced for the biggest day of industrial action in over a decade on Wednesday when teachers, university lecturers, train drivers, civil servants, bus drivers and security guards stop work on the same day.

The PM's spokesperson conceded that Wednesday's mass strike action will be ""very difficult"".

Members of the Fire Brigades Union (FBU) voted overwhelmingly in favour of action in a ballot result announced on Monday.

The FBU has said it is giving the government and employers 10 days to make an improved offer before deciding its next move.

If they go ahead, the strikes will be the first nationwide fire strikes over pay since 2003.

Read more:

Public support for strikes rising, Sky News poll shows

PM says he 'acted decisively' in sacking Zahawi

Watchdog chief removes himself from BBC chairman probe

While the National Education Union (NEU) accused the government of having ""squandered"" the chance to avert a walk-out in schools in England and Wales after talks with Education Secretary Gillian Keegan broke up without agreement.

New Sky News polling shows support for trade unions is rising even though strike action is bringing public services to a standstill.

Meanwhile, NHS consultants in England are also gearing up for possible strike action.

Please use Chrome browser for a more accessible video player 3:26 An NHS hospital under pressure

The British Medical Association (BMA) - the country's biggest doctors' union - is to hold an indicative ballot of its consultant members in February in a dispute over pay and pensions.

The BMA has said that while the consultative poll - which opens on 10 February and closes on 27 February - was not a formal ballot, it represents a significant escalation towards one.

Around 45,000 junior doctors who are members of the union have also been balloted over strike action - with the result due at the end of February.

Speaking on Monday, Saffron Cordery, interim chief executive of NHS Providers, said the threat of more strikes was ""alarming"" in a service already struggling to cope with the effects of the most widespread industrial action in its history.

A new anti-strike law - which would see minimum service levels set for fire, ambulance and rail services for when the sectors decide to take industrial action - cleared its final Commons hurdle on Monday evening.";https://web.archive.org/web/20230131121452/http://news.sky.com/story/thousands-of-ambulance-workers-in-england-to-strike-on-10-february-over-ongoing-pay-dispute-12799813;4
55;55;2934;2934;Former prime minister Liz Truss questioned after IMF forecasts UK economy to fare worse than any other developed nation this year;Tuesday 31 January 2023 11:08, UK;[];['liz truss'];['prime', 'worse', 'yeareven', 'liz', 'minister', 'questioned', 'imf', 'saw', 'truss', 'world', 'nation', 'forecasts', 'uk', 'upgraded'];"Former prime minister Liz Truss questioned after IMF forecasts UK economy to fare worse than any other developed nation this year

Even as Britain's outlook was downgraded, most other countries around the world saw their forecasts upgraded.";https://web.archive.org/web/20230131121452/http://news.sky.com/video/former-prime-minister-liz-truss-questioned-after-imf-forecasts-uk-economy-to-fare-worse-than-any-other-developed-nation-this-year-12799745;2
