Title;Date;Authors;Tags;Text;Url;Chat GPT
Sales of new electric cars 'only bright spark' for UK industry in flat 2021;Thursday 6 January 2022 03:17, UK;['james sillars', '@skynewsbiz'];[];"The UK car industry says growing demand for electric cars was the only ""bright spot"" for the sector last year as a string of coronavirus crisis-related challenges combined to knock sales.

The Society of Motor Manufacturers and Traders (SMMT) reported a rise of just 1% in overall new car sales during 2021 compared to the previous 12 months.

Industry figures released later on Thursday are expected to show that 1.65 million vehicles were registered - up from 1.63 million in 2020 when COVID pandemic disruption first began, shuttering showrooms as drivers were forced to stay at home during lockdowns.

Image: A Volvo electric car plugged into an Ubitricity lamppost EV charging point in central London. Picture date: Friday March 5, 2021.

A consequence of the public health emergency has been a hit to microchip production globally as factories were shut down.

It has meant that supply has failed to keep up with demand from semiconductor-intensive industries such as automakers to gaming system producers.

Advertisement

According to consulting firm AlixPartners, the chip shortage was tipped to have cost the world's automotive industry $60bn (£45bn) in lost sales alone during the year.

The SMMT has previously forecast that the shortfall will continue to be felt at UK factories throughout 2022.

Data from Susquehanna Financial Group released this week, covering the time between a chip order and delivery, suggested lead times deteriorated by six days in December to almost 26 weeks.

The report blamed electricity restrictions in China coupled with outbreaks of the Omicron COVID variant for the longer lead times.

The affect in the UK to date has seen car production volumes in 2021 at levels last seen in the 1950s.

Please use Chrome browser for a more accessible video player 1:14 Chip shortage impact to be felt throughout 2022, SMMT warns

SMMT chief executive, Mike Hawes, said of the resulting picture for car sales: ""The first half of the year was in lockdown and, despite online click and collect, and the industry really stepping up to deliver that, it was still a tough start to the year.""

He said things ""didn't improve significantly"" in the latter six months ""because of shortages in terms of supply"".

Because of the scarcity of new cars, demand for used vehicles has been soaring - driving up prices significantly and therefore contributing to the surge in inflation.

The consumer prices index measure hit its highest level for a decade in November.

Please use Chrome browser for a more accessible video player 1:34 Inflation hits ten-year high

Mr Hawes said the increased popularity of electric cars was ""the one very strong and bright spot on the horizon"".

The Tesla Model 3 was expected to be confirmed as the most popular electric vehicle when the full figures were released - second in the entire rankings for the most popular new cars behind the Vauxhall Corsa.

It was the best year on record for plug-in cars, both battery electrics and plug-in hybrids, with 305,000 registered, accounting for around one in six of all new cars bought.

More battery electric vehicles were registered last year than between 2016 and 2020 combined as the clock ticks down to the 2030 ban on the sale of new cars powered by petrol and diesel engines.

Mr Hawes stressed the importance of ""continued investment"" in electric vehicles, saying it ""doesn't help"" when cuts are made to government grants.

The latest, last month, saw the maximum amount of cash motorists can claim towards a plug-in car fall £1,000 to £1,500.

The Department for Transport said the move would let the scheme ""help more people"".";https://web.archive.org/web/20220106050441/https://news.sky.com/story/sales-of-new-electric-cars-only-bright-spark-for-uk-industry-in-flat-2021-12509563;Category-2: business and economy
Kent: Paramedic dies after ambulance collides with cement truck;Thursday 6 January 2022 12:06, UK;['samuel osborne', '@samuelosborne93'];[];"A female paramedic has died after an ambulance and a cement truck collided.

Two other paramedics were taken to hospital after the crash on the A21 near Tonbridge, Kent, on Wednesday night.

The lorry driver suffered minor injuries, a spokesperson for South East Coast Ambulance Service NHS Foundation Trust said.

The ambulance was on its way to an incident at the time of the crash, the trust confirmed.

A male paramedic suffered serious injuries and a student sustained a head injury.

Advertisement

SECAmb Executive Director of Operations Emma Williams said: ""We are deeply saddened by the loss of our colleague and our heart-felt sympathies go to her family, friends and colleagues at this very difficult time.

""Our thoughts are also with the other injured staff members as well as all of those who responded to the incident.

""We are supporting the police in their enquiries and would urge anyone who may have witnessed the incident to contact them.""

Kent Police are investigating and have appealed for dashcam footage and witnesses.";https://web.archive.org/web/20220106130746/http://news.sky.com/story/kent-paramedic-dies-after-ambulance-collides-with-cement-truck-12510125;Category-7: health
Brittany Daniel: Sweet Valley High twin reveals baby daughter Hope was conceived using sister Cynthia's donor egg;Thursday 6 January 2022 10:11, UK;[];[];"Sweet Valley High star Brittany Daniel has revealed she became a mother thanks to her twin, Cynthia - who donated her eggs as cancer had left her sister struggling to get pregnant.

The twins, 45, who rose to fame as Jessica and Elizabeth Wakefield in the 1990s TV adaption of the Francine Pascal books, have shared Brittany's ""modern day journey to parenthood"" in a new interview with People in the US.

After undergoing treatment for stage four non-Hodgkin lymphoma, Brittany was told that, due to the intense chemotherapy she had received, conceiving on her own would likely be impossible.

Image: The twins rose to fame in Sweet Valley High in the 1990s. Pic: Saban International/Kobal/Shutterstock

So Cynthia donated her eggs.

After three unsuccessful IVF attempts, Brittany and her husband Adam Touni, a real estate broker, went down the surrogacy route, again using one of Cynthia's eggs - and baby daughter Hope was born in October.

Advertisement

Sharing a picture of the article on Instagram, Brittany said Cynthia had ""helped make my dream come true of becoming a mom"".

She continued: ""My husband and I couldn't be more grateful to you sis. You're an angel. Thank you @people for sharing our modern day journey to parenthood.""

Cynthia, who is now a photographer, told People: ""I saw it as such a simple gift I could give to her.

""I know Brittany would do it in a split second for me. And we've always shared everything, so why not this?""

The twins found fame in Sweet Valley High, with Brittany playing the rebellious and outgoing Jessica, Cynthia the sensible and studious Elizabeth, but also starred in The Basketball Diaries together alongside Leonardo DiCaprio.

Brittany, who went on to appear in shows including Dawson's Creek and films such as White Chicks, told People about Hope's first meeting with Cynthia, saying: ""It was so cool to see my sister with Hope for the first time because I'm like, she's your baby, too.""

Cynthia said she wasn't sure how she would feel meeting Hope and wondered if ""all these emotions [would] come up for me"", but added that she feels just like her aunt.

Brittany was diagnosed with stage IV non-Hodgkin lymphoma - a type of cancer that develops in the lymphatic system, part of the immune system - in 2011, so Hope's birth has come after years of trying.

Cynthia is married to Yellowstone actor Cole Hauser and the couple have three children together - Ryland, 17, Colt, 13, and Steely, eight.";https://web.archive.org/web/20220106130746/http://news.sky.com/story/brittany-daniel-sweet-valley-high-twin-reveals-baby-daughter-hope-was-conceived-using-sister-cynthias-donor-egg-12510014;Category-7: health
Arnold takes reins at Old Trafford as Woodward leaves role as Manchester United chief;Thursday 6 January 2022 12:23, UK;['mark kleinman', '@markkleinmansky'];[];"Manchester United Football Club has finally confirmed the appointment of Richard Arnold as its new boss more than eight months after announcing the departure of veteran chief Ed Woodward.

The Premier League side said on Thursday that Mr Arnold, its group managing director, would become chief executive on 1 February.

Mr Woodward, who announced that he would leave Old Trafford in the aftermath of the European Super League (ESL) debacle last year, will continue to attend board meetings relating to footballing aspects of the club until June, although an expected consultancy arrangement has been abandoned.

Image: The team is now being led by interim manager Ralf Rangnick

The leadership transition will see Mr Arnold become the first person to hold the CEO title at Old Trafford since David Gill stepped down in 2013.

""I am honoured to have the chance to serve this great club and its fans,"" Mr Arnold said.

Advertisement

""I am determined to return that honour in any way I can.""

It comes at a crucial time for the club, with several players reported to be unhappy with the approach taken by interim manager Ralf Rangnick.

United's form has stuttered in the last three months, resulting in the sacking of Ole Gunnar Solskjaer in November following a 4-1 defeat at Watford.

Mr Woodward has held the title of executive vice-chairman since 2012, and has worked for the club since soon after the Glazer family bought it in 2005 in a £790m debt-funded deal.

Please use Chrome browser for a more accessible video player 2:10 April 2021: Man Utd fans protest against owners

His successor's elevation to the chief executive's job will make him one of the most powerful figures in British sport.

A former executive at InterVoice, a Nasdaq-listed technology company, Mr Arnold was previously United's commercial director.

His appointment comes as little surprise, given his status as the frontrunner to succeed Mr Woodward since the latter announced his departure in April.

Sky News reported shortly before Christmas that an announcement was imminent, and that it would be accompanied by a number of changes to the way the company is run.

Insiders said on Thursday that this would involve a move towards ""decentralised leadership"", with football decisions being led by John Murtough, the recently appointed director of football.

""Both the football director and manager will report to Richard, but he won't try and be hands-on with everything,"" the source said.

""It's likely that Richard and Joel [Glazer, the co-chairman] will have lower day-to-day involvement on the football side.""

Manchester United announced that Mr Woodward would step down at the end of 2021 in the wake of the ESL crisis which engulfed the Premier League's top clubs.

Image: Ole Gunnar Solskjaer was sacked in November

The abrupt withdrawal of six English sides from the ESL was sparked by a wave of fan protests against some of their owners - the most vociferous of which came at Old Trafford, forcing a Premier League match against Liverpool in early May to be postponed.

Many United supporters have been mistrustful of the Glazers since their takeover of the club.

The family floated the company on the New York Stock Exchange in 2012, but retained control through a separate class of shares.

Sky News revealed in November that the Glazers were close to finalising the terms of a fan ownership scheme with the Manchester United Supporters Trust, although it has yet to be formally unveiled.

Its mixed on-field results have come despite the signing of Cristiano Ronaldo from Juventus, and substantial sums spent on other players, including Jadon Sancho, the England winger, from Borussia Dortmund.

On Monday, United lost 1-0 at home to Wolverhampton Wanderers, leaving the Old Trafford side in seventh place, a massive 22 points behind local rivals and league leaders Manchester City.";https://web.archive.org/web/20220106140729/http://news.sky.com/story/arnold-takes-reins-at-old-trafford-as-woodward-leaves-role-as-manchester-united-chief-12510143;Category-2: business and economy
Electric car sales boom, the 'great resignation' phenomenon and could pet food go vegan?;Thursday 6 January 2022 15:42, UK;[];[];"The latest as new figures show a boom in the sale of electric cars over the past year.

Ian also speaks to Atif Sheikh, the chief executive and founder of consultancy businessfourzero, about the millions who walked away from their jobs in 2021 as they reappraised their lives in the pandemic.

And as many go meat-free for Veganuary - one pet food maker is hoping dogs can change their diet all-year round.

:: Listen and subscribe to The Ian King Business Podcast here.";https://web.archive.org/web/20220106182534/https://news.sky.com/story/electric-car-sales-boom-the-great-resignation-phenomenon-and-could-pet-food-go-vegan-12510217;Category-6: science and technology
Bird flu discovered in a person in South West England, UKHSA confirms;Thursday 6 January 2022 15:26, UK;['samuel osborne', '@samuelosborne93'];[];"A person in the South West of England has been confirmed as having contracted bird flu, the UK Health Security Agency (UKHSA) has said.

In a statement, the agency said it is ""extremely rare"" for strains of avian influenza to pass from birds to humans.

It added: ""The person acquired the infection from very close, regular contact with a large number of infected birds, which they kept in and around their home over a prolonged period of time.

""All contacts of the individual, including those who visited the premises, have been traced and there is no evidence of onward spread of the infection to anyone else. The individual is currently well and self-isolating.""

Image: A warning sign last month said the risk for avian influenza (bird flu) has been raised near to Langstone Harbour in Hampshire

The case was detected by officials swabbing people who had close contact with infected flocks, and they discovered ""low levels of flu"" in the patient.

Advertisement

Laboratory analysis revealed the virus was the 'H5' type found in birds, but it has not yet been possible to confirm it is a H5N1 infection - the strain currently circulating in birds in the UK.

The World Health Organisation has been notified.

Professor Isabel Oliver, chief scientific officer at the UKHSA, said: ""While the risk of avian flu to the general public is very low, we know that some strains do have the potential to spread to humans and that's why we have robust systems in place to detect these early and take action.

""Currently there is no evidence that this strain detected in the UK can spread from person to person, but we know that viruses evolve all the time and we continue to monitor the situation closely.

""We have followed up all of this individual's contacts and have not identified any onward spread.

""It remains critical that people do not touch sick or dead birds, and that they follow the DEFRA advice about reporting.""

Image: A warning sign for avian influenza (bird flu) in Barkby, Leicestershire

Prof Paul Wigley, professor of avian infection and immunity at the University of Liverpool, said: ""Whilst avian influenza has the potential to be transmitted from poultry to humans it is very rare and, as in this case, usually due to close and long-term contact with infected birds.

""Avian influenza such as the H5 serotype is largely adapted to infect birds and so is very unlikely to be transmitted from person-to-person.

""The advice given by APHA and UKHSA over contact with infected birds is sensible and should be followed. The risk of wider infection in the general public remains low.""

In December, poultry keepers were urged to help stop the spread of avian flu after several small outbreaks over recent months.

The UK's ""largest ever"" outbreak was reported in Northern Ireland last month after two further suspected cases were identified, one in a commercial poultry flock of 14,000 birds near Markethill in County Armagh and a commercial duck flock of 22,000 in Coagh, County Tyrone.

Thousands of birds have been culled in an attempt to prevent the spread of avian flu.";https://web.archive.org/web/20220106190743/http://news.sky.com/story/bird-flu-discovered-in-a-person-in-south-west-england-ukhsa-confirms-12510294;Category-7: health
Novak Djokovic: 'Our pride is a prisoner of these idiots' says father;Thursday 6 January 2022 14:45, UK;[];[];"Please use Chrome browser for a more accessible video player

The father of Novak Djokovic has urged everyone to 'rise up' against the decision to bar the world's best tennis player from Australia.";https://web.archive.org/web/20220106200733/http://news.sky.com/video/our-pride-is-a-prisoner-of-these-idiots-12510291;Category-4: sports
Thomas Moore;;[];[];"Biography

Thomas is science and medical correspondent.

He did the first live interview with Tim Peake from the International Space Station, and is the lead correspondent for Sky's Ocean Rescue campaign, which is credited with transforming public, political and business attitudes to plastic.

Thomas won a BAFTA in 2015 for his reporting of the Ebola epidemic, and a series of awards for documentaries about plastic pollution, including from the Monte Carlo TV Festival.

He was previously health correspondent for 17 years, and saw seven health secretaries come and go.";https://web.archive.org/web/20220106200733/http://news.sky.com/author/thomas-moore-492;Category-5: entertainment and culture
1921 census released online reveals life in post-World War One Britain;Thursday 6 January 2022 18:39, UK;[];[];"The lives of the 38 million people living in England and Wales in 1921 have been revealed in a census newly released online, which records figures such as a young Captain Sir Tom Moore, Beatrix Potter and Sir Arthur Conan Doyle.

The census - locked away in vaults for a century - was taken on 19 June 1921 and shows similarities with our own post-COVID world.

From the grand abode of Windsor Castle to prisons, hospitals and cramped family houses, each resident was asked to complete a survey, including questions about their age, birthplace and job.

Image: Peter Rabbit writer Beatrix Potter recorded herself as a farmer rather than an author

Some 38,000 staff were sent to knock on the doors of more than 8.5 million households for the census - at the time the most detailed ever.

The digitised version - available online at findmypast.co.uk after three years of work - gives the first glimpse at the individual records.

Advertisement

Census showed devastating toll of WWI

The census also highlights the awful toll of the First World War as it shows about 1.7 million more women than men, the largest difference ever seen in a census.

For the first time, people were also able to put their marital status as ""divorced"", with more than 16,000 people doing so.

Jeff James, chief executive at the National Archives, said: ""The 1921 census allows a snapshot of life 100 years ago, at a time when individuals and communities were embarking on a new era where everyday rights and roles were changing.""

He said the records reveal ""what has changed over time but also provide familiarity with our lives today"".

In an echo of 2021, Britain in 1921 was recovering from the Spanish Flu pandemic while also experiencing economic turmoil.

Image: Prime Minister David Lloyd George's record shows his age as 58

One-year-old Thomas Moore was in census

Prominent figures such as writers Beatrix Potter, J R R Tolkien and Sherlock Holmes' author Sir Arthur Conan Doyle are among the handwritten entries.

There is even an entry recording a one-year-old Thomas Moore, who went on to raise millions for the NHS nearly a century after his birth.

Illustrating fears of the Spanish Flu, some of the pages are stained with disinfectant, and anger over poor living conditions and poverty is also clear.

Image: Arthur Vince, a tax officer, defaced his form with a cartoon of officials 'counting cannon fodder' for the 'next war'

James Bartley, a gas fitter in Hove, wrote on his record that his family of five was living in one room, adding ""stop talking about your homes for heroes and start building some"".

Some unhappiness at doing the survey

Retired army officer Harold Orpen, 46, apologised to officials for his typed response rather than the required handwritten one, adding: ""I lost half my right hand in the late war and cannot write properly.""

Some were also unhappy at having to fill out the survey at all.

Alice Underwood, 53, from Buckinghamshire, wrote: ""What a wicked waste of taxpayers' money at this time of unemployment.""

A census has been done every decade since 1801 but documents are legally required to remain secret for 100 years.

The next release won't be for 30 years because the 1931 census was lost in a fire during the Second World War, and the 1941 census was never taken.";https://web.archive.org/web/20220106200733/http://news.sky.com/story/1921-census-released-online-reveals-life-in-post-world-war-one-britain-12510367;Category-2: business and economy
COVID: What does the latest data tell us about the shape of the pandemic in the UK?;Thursday 6 January 2022 20:21, UK;[];[];"COVID: What does the latest data tell us about the shape of the pandemic in the UK?

Another 179,756 COVID cases and 231 deaths have been reported in the UK, latest daily figures show.";https://web.archive.org/web/20220107020711/https://news.sky.com/video/covid-19-cases-hit-a-new-high-as-the-centre-of-gravity-moves-to-the-north-12510510;Category-7: health
COVID-19: Jobs that offer hybrid working and flexible hours are on the rise;Friday 7 January 2022 00:56, UK;[];[];"Lots of us are working from home at the moment - indeed, the government's advice is currently to work from home if you can.

The last few years have proved that working from home - and so-called ""hybrid working"" - is both possible and productive.

It is not for everyone: for many, working from home is the same as living at work, and in some jobs it is impossible. Nonetheless, new figures show it is becoming more popular.

Image: 'I'm a better version of myself, I'm a better employee, a better mum,' Yez Ibrahim says

Research from the Recruitment and Employment Confederation and labour market analysts Emsi Burning Glass show that 25% of jobs advertised in December last year mentioned hybrid or flexible working, which also includes job shares and working irregular hours. That's up from 19% before the pandemic.

Insurance giant Zurich is one company that has been offering flexible working for all its roles since 2019. It was originally introduced to encourage more women to apply for senior positions, which were not traditionally seen as flexible.

Advertisement

It's been a success: over the past 12 months, 23% of new female hires have been part-time, compared with 10% in 2019. And the number of applications from both men and women has increased by more than two-thirds since it launched the initiative.

One of them, Yez Ibrahim, started last summer. She mostly works from home on a flexible, part-time basis, which allows her to spend more time with her family. It was after having her second child that she knew ""work on a full-time basis just wasn't an option. I just couldn't juggle that anymore"".

She told Sky News: ""It's just an all-round better setup for me. And it works. I'm a better version of myself, I'm a better employee, a better mum.

""It's just benefit after benefit really, when you look at it.""

Please use Chrome browser for a more accessible video player 2:26 Omicron: Businesses take a hit

Zurich UK is now calling on the government to change the law, so that all large companies make all vacancies available on a part-time, job-share and flexible basis - unless there are specific business reasons why this is not possible.

The company's HR director Steve Collinson said: ""We've certainly seen a very strong demand from employees and from candidates.

""If we think about the fact that there are over a million unfilled vacancies in the UK, if there's this very strong demand from candidates for flexibility, for access to things like part time and job share opportunities, if employers don't have flexibility, then we're missing out on whole swathes of potential candidates.""

Mumsnet CEO and founder Justine Roberts said this flexibility is exactly what mothers have been calling for: ""I think we need to acknowledge that flexible working, hybrid working is something that women in particular mothers have been desperate for, for years.

""What the pandemic has done is allowed us to test this, experiment with this, and the world hasn't fallen in. The thing that mums want most from work is flexibility.

""There is a risk I suppose that as we move to sort of more established patterns that the women end up being the remote workers and the men go back to the office. And because they're in the office, they have more influence. But I strongly feel that it's up to employers to counter that and make time for all their employees.

""So it's very much up to employers to work out how to make hybrid working work for everyone.""

Image: The shift to hybrid working has been bad news for businesses in city centres. File pic

Working from home has unexpected side effects as well. As people stay away from the office, businesses in city centres that relied on them are suffering.

Whether everyone chooses to take up the option of flexible or hybrid working remains to be seen. There will be challenges to make sure no one misses out on support, mentorship, or opportunities out of the office.";https://web.archive.org/web/20220107020711/https://news.sky.com/story/covid-19-jobs-that-offer-hybrid-working-and-flexible-hours-are-on-the-rise-12510591;Category-2: business and economy
Peter Bogdanovich, director of The Last Picture Show and Paper Moon, dies aged 82;Thursday 6 January 2022 20:47, UK;[];[];"Peter Bogdanovich, who directed movies including The Last Picture Show and Paper Moon, has died at the age of 82.

His daughter, Antonia, said he died of natural causes at his home in Los Angeles.

Born in New York in 1939, Bogdanovich started as a film journalist and critic.

He also organised a series of retrospectives at the Museum of Modern Art, where his father had taken him at the age of five to see Charlie Chaplin and Buster Keaton movies.

Image: Bogdanovich started as a film journalist and critic

Known as one of the ""New Hollywood"" directors, he helped out on The Wild Angels in 1966, directed by Roger Corman, and starring Peter Fonda and Nancy Sinatra.

Advertisement

After that was a success, he directed a project of his own, Targets, in 1968, and the critics praised it.

The Last Picture Show - starring Jeff Bridges and Cybill Shepherd among others - is a coming-of-age drama about high school pupils.

Released in 1971, it was nominated for eight Academy Awards, including best picture and best director.

Image: Cybill Shepherd and Jeff Bridges starred in the 1971 movie The Last Picture Show. Image: Columbia/Kobal/Shutterstock

Paper Moon - a comedy drama released in 1973 - starred father and daughter Ryan and Tatum O'Neal, whose performance made her the youngest winner in the history of the Academy Awards when she took the Oscar for best supporting actress at the age of 10.

Bogdanovich's personal life contained drama too: he had an affair with Cybill Shepherd that began during the making of The Last Picture Show while he was married to a close collaborator, Polly Platt.

Image: Tatum O'Neal won a best supporting actress Oscar when she was 10 for her role in Paper Moon. Pic: AP

Another girlfriend, Dorothy Stratten, was murdered, after which he married her younger sister, Louise, who was 29 years his junior.

Fellow director Francis Ford Coppola said he was ""devastated"" to hear of Bogdanovich's death, describing him as a ""wonderful and great artist"".

Coppola said he will never forget attending a premiere for The Last Picture Show, after which the audience burst into applause ""lasting easily 15 minutes"".

Mexican film director Guillermo del Toro tweeted that Bogdanovich was a ""champion of cinema"" who ""birthed masterpieces"" and was a ""most genial human"".";https://web.archive.org/web/20220107020711/https://news.sky.com/story/peter-bogdanovich-director-of-the-last-picture-show-and-paper-moon-dies-aged-82-12510483;Category-5: entertainment and culture
Newly qualified paramedic killed in crash with cement lorry named as Alice Clark;Thursday 6 January 2022 21:11, UK;[];[];"A newly qualified paramedic who died after her ambulance collided with a cement lorry has been named as Alice Clark.

The 21-year-old, who started work with South East Coast Ambulance Service in November, suffered serious multiple injuries in the crash near Tonbridge in Kent on Wednesday evening.

Her parents said she had been ""so excited to qualify as a paramedic and looked forward to every shift"".

Image: Two other paramedics were taken to hospital. Pic: UKNIP

They added: ""She was a beautiful, kind, fun-loving daughter, sister and granddaughter.

""She loved to travel and anyone who met her loved her. She will be missed more than words can say by family and friends.""

Despite further emergency services being despatched, including an air ambulance, Ms Clark died at the scene.

Her two colleagues were taken to hospital. A male paramedic who suffered serious multiple injuries was airlifted to Kings College Hospital in London.

A student paramedic, travelling in the rear of the vehicle, was treated for a head injury.

The ambulance had been on its way to an incident at the time but there were no patients on board, while the lorry driver suffered minor injuries.

Image: The lorry driver suffered minor injuries. Pic: UKNIP

Giovanni Mazza, manager of the Paddock Wood Operating Unit where Ms Clark was based, said: ""Although she had only been with us for a short time, Alice was already very much part of our ambulance family and will be remembered as a kind and dedicated paramedic.

""She will be deeply and sadly missed by her colleagues and we're sending our love and prayers to her family and friends during this horrendous time.""

Kent Police are investigating what happened and are appealing for witnesses and dashcam footage.";https://web.archive.org/web/20220107034552/http://news.sky.com/story/newly-qualified-paramedic-killed-in-crash-with-cement-lorry-named-as-alice-clark-12510543;Category-7: health
Demands for COVID wage uplift to reduce gulf between workers and executives;Friday 7 January 2022 00:45, UK;[];[];"Unions and fair pay campaigners are demanding a recognition of UK workers' contribution to the UK during the coronavirus pandemic as the annual 'high pay day' arrives - albeit a day later than usual.

The High Pay Centre said 9am on Friday would mark the time when the median FTSE 100 chief executive (CEO) would have earned the median UK worker's annual salary of £31,285.

The think-tank said that for the first time since it was founded a decade ago, its research had found that CEOs had needed to work into a fourth day of a new year to make the same amount.

That was because bosses' pay fell by 17% to £2.7m in 2020 from £3.25m the previous year.

2020 - the last year for which full pay data is available - saw many CEOs take temporary pay cuts and cancel or curb bonuses as the public health emergency took hold.

Advertisement

Unions joined the think-tank in proposing a fairer model as household budgets come under greater pressure from the highest level of inflation for a decade, that is tipped to be driven even higher by surging energy bills from April.

Please use Chrome browser for a more accessible video player 1:28 Sunak gets 'anxiety on rising prices'

The High Pay Centre said the findings of a survey it conducted shot out of the water the justification for big awards on pay committees; that an executive's role was more important than the person at the bottom of the ladder.

High Pay Centre director Luke Hildyard said: ""Some of the lowest-paying jobs have played the most important role to keep society functioning through the pandemic.

""With the value of the UK economy reduced, there's also greater pressure to share what we do have more evenly.

""In this context, vast CEO-to-worker pay differences may be harder to justify. It will be interesting to see whether the still very substantial pay gap between top earners and the wider workforce continues to narrow in future, or reverts to previous levels.""

TUC general secretary Frances O'Grady said: ""The pandemic has shown us all who keeps the country going during a crisis. There are millions of hardworking people in Britain - from carers, to delivery drivers, to shop floor staff - who give more than they get back, but greedy executives are taking home millions while ordinary workers face yet another year of pay squeezes.

""As we emerge from the pandemic, we need to redesign the economy to make it fair, and that means big reforms to bring CEO pay back down to earth.

""Executive pay committees have to change. They should be required to include workforce representatives who can speak up for a fair balance of pay with ordinary workers.

""Incentive schemes for company directors should be replaced by profit-share schemes that include the whole workforce. Too much wealth is being hoarded at the top.""";https://web.archive.org/web/20220107034552/http://news.sky.com/story/demands-for-covid-wage-uplift-to-reduce-gulf-between-workers-and-executives-12510398;Category-2: business and economy
COVID-19: Pre-departure tests scrapped for travellers entering the UK;Friday 7 January 2022 04:00, UK;['connor sephton', '@connorsephton'];[];"Pre-departure testing for travellers entering the UK has been scrapped.

The changes, which came into force at 4am on Friday, mean new arrivals will no longer have to isolate until they get a negative PCR test.

Instead, they will have to take a lateral flow test at the end of their second day in the UK - and if that result is positive, they will require a follow-up PCR.

Please use Chrome browser for a more accessible video player 1:43 PM announces end of pre-departure COVID tests

Follow live COVID updates

The relaxed measures apply to passengers who have had at least two doses of a coronavirus vaccine.

Advertisement

Unvaccinated passengers will need to continue taking a pre-departure test and self-isolate for 10 days - taking a PCR test on day two and day eight.

When he announced the measures on Wednesday, Prime Minister Boris Johnson explained that the pre-departure measures were having a limited impact because the Omicron variant is so prevalent.

Transport Secretary Grant Shapps said he hopes the move will make travel ""easier and cheaper"" for fully vaccinated passengers.

Please use Chrome browser for a more accessible video player 2:04 Transport sec on new travel measures

Welsh health minister Eluned Morgan said the rules in Wales would ""reluctantly"" match those in England - while Scotland's health secretary expressed frustration that Westminster had acted ""unilaterally"".

The travel industry had been calling for the removal of all COVID testing restrictions, arguing it would have no real impact on Omicron numbers and help restore consumer confidence.

A number of companies have now reported a leap in interest for international travel. On Thursday, easyJet revealed it had seen a boost of almost 200% in bookings, with demand for some destinations up more than 400% week on week.

By the same token, British Airways told Sky News its holidays arm had seen a rise of almost 40% in web searches compared with the previous week.

The most-searched destinations were New York, Dubai and Barbados.

One firm still smarting from tough restrictions is Eurostar - the cross-Channel train operator.

It explained that it was too early to note any shift in bookings because of COVID rules governing entry to France, but added that it had strong forward bookings for key holiday periods.";https://web.archive.org/web/20220107050356/https://news.sky.com/story/covid-19-pre-departure-tests-scrapped-for-travellers-entering-the-uk-12510609;Category-7: health
London: Boy, 13, arrested on suspicion of murdering 46-year-old man in West Drayton;Friday 7 January 2022 11:12, UK;[];[];"A 13-year-old boy has been arrested on suspicion of murder over the fatal stabbing of a 46-year-old man in west London.

The Metropolitan Police said Dariusz Wolosz died 30 minutes after officers were called to Yiewsley High Street in West Drayton in the early hours of Tuesday morning.

The 46-year-old was treated by paramedics but was pronounced dead at the scene at around 12.43am.

Officers earlier said they believed the Polish national, who lived locally, was attacked by a ""group of males"" following a verbal dispute in Tavistock Road.

Detective Chief Inspector Wayne Jolley, of the Specialist Crime unit, who is leading the investigation, said: ""We believe Dariusz was attacked by a group of males in Tavistock Road following a verbal dispute. The group then fled in different directions.

Advertisement

""The area was busy at the time with passing traffic and people driving past could well have captured dash-cam footage of the incident, and the moments leading up to it.

""Dariusz's family are distraught and we are doing everything we can to support them at this time.""";https://web.archive.org/web/20220107110748/https://news.sky.com/story/london-boy-13-arrested-on-suspicion-of-murdering-46-year-old-man-in-west-drayton-12510842;Category-7: health
Man pleads not guilty to cutting throats of girlfriend and associate;Friday 7 January 2022 11:11, UK;[];[];"A man accused of slitting the throats of his girlfriend and an associate has pleaded not guilty to double murder.

Lee Peacock, 49, allegedly killed his partner Sharon Pickles and a man named Clinton Ashmore at separate addresses in central London, hours apart, last August.

Police officers discovered the body of 45-year-old Ms Pickles at a residence in Marylebone at around 9.30pm on 19 August after concerns were raised.

A few hours later, at 2.15am, officers were called by London Ambulance Service to a property around half a mile away on Jerome Crescent, where they found the body of Mr Ashmore.

Peacock, of Harrow, west London, is understood to have self-harmed after police tracked him down on a houseboat on the Grand Union Canal, and was taken to hospital.

Advertisement

On Friday, he appeared at the Old Bailey via video link from Thameside prison where he pleaded not guilty to the murders of Ms Pickles and Mr Ashmore.

A trial of up to three weeks has been set from 16 January 2023 but it may begin earlier if a slot becomes available.

Peacock has been remanded into custody.";https://web.archive.org/web/20220107120719/http://news.sky.com/story/man-pleads-not-guilty-to-cutting-throats-of-girlfriend-and-associate-12510828;Category-7: health
