Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;index;Unnamed: 0.1;Unnamed: 0;Title;Date;Authors;Tags;Text;Url;Chat GPT;Category_Match
3476;3476;3476;3476;3513;3513;Tim Dowling: I fall asleep thinking about the impossibility of each of the repairs I am facing ;2022-01-15;['Tim Dowling'];['DIY', 'Family', 'Homes', 'Life and style'];"It is the season of things coming off in your hands: drawer knobs, door latches, cupboard handles. Everywhere is disintegration and fatigue, down to the very metal. Reach out, turn it, pull it towards you, and it’s yours. On Monday evening the youngest one snaps off the brass latch handle while trying to open the front door. He shows me the piece, shorn away by the force of his grip. “It’s not like I even pulled that hard,” he says. “How do we get out?” I say. We jam a screwdriver into the gap and find that with practice we can lever ourselves free. On Wednesday the cylindrical chrome wand that turns the kitchen tap from hot to cold comes loose from its socket while I’m washing up, screw threads somehow stripped. Nothing I do will make it stay, so I leave it in a saucer on a nearby shelf. The next day the youngest one pulls the handle off the back door, for good measure. “I guess I don’t know my own strength,” he says, presenting me with the remains. “Did you get bitten by a spider or something?” I say. I lift my glasses to examine in detail the grainy peaks and valleys of the fracture, a microscopic landscape contoured along unpredictable lines of tensile stress. “I was just trying to let the cat out,” he says.
“The thing is, the back door was our emergency exit in the event we lost the front door screwdriver,” I say, holding the handle to the light. “What is this, zinc?” I fall asleep thinking about the impossibility of each of the repairs I am facing. Some things, once sundered, cannot be rejoined. There is no such glue. Later I am woken by a loud, tearing crack. I run downstairs to the kitchen to find the dog in a state of distress, wearing the cat flap like a skirt. The front door lock mechanism is, it transpires, under warranty. A repairman arrives after the weekend and fixes it in a matter of minutes. By the time I get there to watch him work, he is gone. Everything else is my problem. These are questions, I realise, not of practical skill but of very precise online ordering. Measure twice and cut once, say DIY experts. I say: order the exact same handle and use all the old screw holes. Unfortunately there is rather more to know about door handles than I imagined. They come sprung and unsprung, for regular or multipoint locking systems, and there is no such thing as a standard size. The manufacturers are also curiously resistant to branding: nowhere on my handle can I find a mark to say who made it, even after taking it to bits. I spend two days educating myself, plus a further afternoon taking precise measurements, before I’m confident I’ve tracked down a suitable replacement. With a tremendous rush of satisfaction, I press Confirm Order. That evening I find my wife looking at new cat flaps online. “Don’t do that without me,” I say. “Why not?” she says. “Did you want to choose the colour?” “We need one that’s big enough for the dog, but small enough for the existing hole,” I say. “We need, in short, the exact same one.” “This one looks the same,” she says. “We do not go by looks,” I say. “I’ll get a tape measure.” On Friday afternoon my handles arrive. It feels like my birthday. I shred the packaging in excitement, pull out a handle and examine it closely: anodised silver, double sprung, multipoint compatible. Then I look down into the box. When my wife next passes through the room I have my head in my hands. “Wrong, all wrong,” I say. “Looks OK to me,” she says, poking the handle. “You have no idea,” I say. “Please don’t tell me,” she says. I call the number on the invoice. After many minutes, a voice answers. “Shelley speaking. How may I help?” it says. I tell Shelley my name and reference number. “The ProLinea, was it?” she says.
“Yes,” I say. “But I ordered the model with the 240mm backing plate. This is the 220.” There is a long silence at the other end. “Oh no,” says Shelley. “That’s not good.” Shelley, I realise, is the only person in the world who understands what I’m going through. She knows exactly how misaligned my screw holes are. “I’m sorry,” I say. “It’s not your fault,” she says. “I’ll get the right one out to you, but it won’t get processed now til Monday.” “That’s fine, Shelley,” I say. But I know that she knows I am crushed.";https://www.theguardian.com/lifeandstyle/2022/jan/15/tim-dowling-i-fall-asleep-thinking-about-the-impossibility-of-each-of-the-repairs-i-am-facing;business and economy;entertainment and culture
2996;2996;2996;2996;3029;3029;Caring for Covid face masks: bag it between wears and bin it when you’re done;2022-01-17;['Lucianne Tonti'];['Australian lifestyle', 'Life and style', 'Fashion', 'Coronavirus'];"Every time I leave the house, the refrain – phone, wallet, keys, mask – rattles around my brain while I search my bag for the essentials. Evidence that, despite how strange it felt to wear a mask way back in 2019, when we were worried about bushfire smoke inhalation, face masks have become firmly entrenched in our daily lives. Masks are proven to reduce the risk of Covid-19 transmission and help keep us safe at supermarkets and in between our table and the bathroom at restaurants, but they do need to be handled with specific care to remain effective.
Bag it up Most of us are quick to remove our masks when we sit down at a cafe, but Raina MacIntyre, a professor of global biosecurity at the University of New South Wales says you should wash or sanitise your hands before you touch your mask, and only handle it by the straps or ear loops.
When you’re not using your mask, rather than shoving it in your pocket or leaving it loose in your bag, put it in a ziplock or paper bag. If you have some disinfectant handy, you can give it a light spray before putting it away. Cloth no longer cuts it Although the “no touching” advice applies to both cloth and disposable masks, MacIntyre says that while cloth masks were fine for other variants, they “really do not cut it against Omicron”. This is because the Omicron variant is more transmissible, so a mask that fits and filters well provides much better protection. MacIntyre says it’s best to use P2 or N95 masks, or if these aren’t available, a blue surgical mask. In this video, occupational hygienist Kate Cole explains how to ensure you’re wearing your mask properly.
When to throw a mask out According to MacIntyre, there are two factors that determine when a mask should be thrown away. The first is obvious, if a mask is “visibly damp or soiled” throw it out. The other factor is the length of time you’ve worn the mask, which MacIntyre says shouldn’t be more than eight to 10 hours. Although this should be considered “a rough guide”, she says, that can be doubled in the case of “extreme shortages”.
How to dispose of a mask It should come as no surprise that disposable face masks are an environmental hazard. According to Dr Mohammad Saberian, a researcher from RMIT University, 6.8bn disposable masks are used across the globe each day. He says since disposable face masks are mainly made of non-biodegradable plastics, they could take 450 years to break down. The good news is, Saberian and his colleagues at RMIT have shown how disposable face masks could be recycled into road-making material. They suggest that once masks have been decontaminated they could be shredded and mixed with building rubble.
But Saberian says, “The main hurdle to recycling face masks and waste PPE is the lack of appropriate facilities and equipment in waste recycling facilities.” Face masks in Australia are put in the rubbish bin, collected with household waste and sent to landfill. Saberian says designated bins for face masks or waste PPE should be implemented, at least for busy locations like hospitals, aged care facilities and shopping centres. But MacIntyre says for now, you should make sure you dispose of masks in the rubbish bin: “Please do not litter or leave used masks lying around.” Caring for cloth masks
What about all the cloth masks we’ve begrudgingly collected? They are still better than wearing nothing, and need to be machine washed at 60C after each day’s use. That means if you are wearing cloth masks daily, you’ll need to have several on rotation. The founder of Maison Modulare, Chrys Wong, suggests machine washing “on a gentle cycle with like colours and like size articles” then using a tumble dryer, ironing or steaming the mask afterward, to provide further sterilisation. As for straps, “unfortunately, once the strap is detached from the mask itself, it’s very difficult to sew back,” she says. If you’re not handy enough with a needle and thread to unpick and resew new elastic yourself, you should take masks to your local dry cleaner or tailor to have the elastic replaced.";https://www.theguardian.com/lifeandstyle/2022/jan/18/caring-for-covid-face-masks-bag-it-between-wears-and-bin-it-when-youre-done;health;entertainment and culture
2896;2896;2896;2896;2927;2927;I have a wonderful fiance, but my libido has vanished – will it ever come back?;2022-01-18;['Pamela Stephenson Connolly'];['Sex', 'Life and style', 'Relationships', 'Mental health', 'Health'];I have a wonderful partner, and we’re getting married next year after three years together. We live together, and both work quite intense jobs. I’ve always been quite a sexual person, but recently my libido has fallen off a cliff. It’s like I don’t even have sex organs any more, which is a bit frightening. My partner has a high sex drive and I worry he is unfulfilled, despite saying he doesn’t mind. I think he takes it personally, but I love him very much. We are often not in the house at the same time and keep quite different hours because of his job. I have had a traumatic year, with a few bereavements and family illness, and wonder if this has affected my sex drive. My question is, how can I get it back? Bereavement and trauma are two fairly common reasons for lowered libido. This is normally temporary, but you need time to recover and heal. Help your partner to understand your lack of desire is not about him – ask him to be patient. And try not to let your anxiety about your libido escalate, as that could make things worse. Any kind of loss can lead to depression, and it could be worth seeking some therapeutic help if you don’t feel like yourself pretty soon. Like anxiety, depression is another likely culprit when libido drops. Many people have become depressed as a result of the losses of our time – lockdowns, health issues, curbs on our freedoms, financial struggles and job losses – and sexual problems often follow. Mental and sexual health can never be taken for granted. Now more than ever, we must find ways to soothe, nurture and sustain ourselves. This too shall pass. Pamela Stephenson Connolly is a US-based psychotherapist who specialises in treating sexual disorders. If you would like advice from Pamela on sexual matters, send us a brief description of your concerns to private.lives@theguardian.com (please don’t send attachments). Each week, Pamela chooses one problem to answer, which will be published online. She regrets that she cannot enter into personal correspondence. Submissions are subject to our terms and conditions: see theguardian.com/letters-terms. Comments on this piece are premoderated to ensure discussion remains on topics raised by the writer. Please be aware there may be a short delay in comments appearing on the site.;https://www.theguardian.com/lifeandstyle/2022/jan/18/wonderful-fiance-libido-vanished-sexual-married-partner;health;entertainment and culture
1921;1921;1921;1921;1942;1942;Easy wins: spend five minutes a day to score an edible garden and an obscene amount of joy;2022-01-22;['Steph Harmon'];['Life and style', 'Gardening advice'];"After spending three decades murdering every plant I touched, I was astonished to find myself in lockdown with a functioning edible garden. Perhaps isolation taught me patience. Perhaps the pandemic made me more careful. It certainly helped that there were already veggies growing in raised garden beds when we moved in: from them I learned that part of gardening is watching plants die (some died! it was OK!), and from that I gained the confidence to plant more. My first tip is to start simple. Basil, dill, parsley, chilli, snow peas, lemon thyme, strawberries and mint are all hardy if you have good soil (did you know you can simply go out and buy an entire bag of worms? And then just chuck them in?), enough sun and remember to water each day. I keep my herbs and small vegetables in balcony boxes that hang above the garden beds, which grow zucchini, beans and tomatoes I can take little credit for; the beds were already irrigated.
My second tip is to keep it simple by way of cheap accoutrements that remove both guesswork and legwork. I have a big rubber tub ($4, Bunnings) collecting rain (free, La Niña). I have a soil meter ($17) that measures moisture, pH and light (a magical tool that tells you when to water and has kept my indoor plants alive as well). I plant seeds in a seedling box ($12) first, which keeps the weather off until they’re big enough to be moved. Once set up in their balcony boxes ($11), I scatter a smorgasbord of year-round flowers around them to lure bees that will pollinate the plants. Bees: also free! It is obscene how much joy this all brings me – and it takes around five minutes each day to tend. I run out every morning now with my dumb cute watering can ($20) to water everyone, trim off the dead leaves (it helps the plant focus on the living ones) and see if anything has happened. A new strawberry! A different flower! A bee! Look at this BEE! I yell all the developments at my bored partner and show him the tiny yield I have gathered in a tiny basket (so it looks bigger). Sometimes I wear a hat while I’m doing it, like some lady in a boring BBC show. It’s so much easier than I thought! And incredibly dull. I love it.";https://www.theguardian.com/lifeandstyle/2022/jan/23/easy-wins-spend-five-minutes-a-day-to-score-an-edible-garden-and-an-obscene-amount-of-joy;environment;entertainment and culture
329;329;329;329;335;335;There’s a new picture on our kitchen corkboard…;2022-01-30;['Séamas O’Reilly'];['Parents and parenting', 'Family', 'Life and style'];"I’ve pinned the ultrasound images of the coming baby to the corkboard in our kitchen. It’s the first thing we’ve pinned there for a while. We got it shortly after we moved in, thinking it would be a place for us to keep lists, or vouchers or important notices. Once it got filled up, we just stopped using it because we are deeply unserious people masquerading as adults and, in fairness, when our son was born we surrendered to chaos a little more freely than before. Now it stands as a fossilised relic of the concerns and appointments we were faced with between April and September, 2018.
There are inscrutable notes, written with great haste about important things, now indecipherable. There is the EKG printout from that time I called 111 about my bad back and they managed to convince me I was having a heart attack and sent some rather unimpressed paramedics to our house. There is a gift voucher, itself three years out of date, for a Spanish restaurant that went out of business during the first lockdown. Looking at all these things now provokes the same melancholy tinge of those site photos from Pompeii; whole streets excavated to find people locked in an arbitrary moment in time, buried under volcanic ash, but still sitting upright at desks, or churning butter, or inspecting the use-by date on their tapas vouchers. Beneath that is the ultrasound we got for our son, four years ago. It has decayed over those years, blown out by exposure to the kitchen window, so that his tiny, spongy form, once clear, is now scribbled and scratched beyond all recognition. Its edges have curled up like a Cornetto wrapper, as if melted by creeping lava. Beside them, the ultrasounds of his sister, which are sharp and clean and brand new, seem like they are from a future age. It’s a stark, slightly bittersweet marker of how much time has passed. At a glance, it looks as if we ordered our first baby on VHS, but switched to Blu-ray for the next. And just to the left of that there is an even more striking artefact. A single sheet of notepaper marked GRAB LIST, which details everything we were supposed to bring to the hospital four years ago. On it I’ve written READY, as if this list is in its final, perfect form and proves our preparedness for everything that came after. It is a touchingly naive document of the moment just before our son was born, since its contents speak to a more innocent idea of what those few days in hospital would be like. I clearly presumed listening to music would be a big concern, as I’ve written speakers twice. This time we have no grab list, and the Bluetooth speakers will likely stay at home. We know that the volcano is coming, at least. We just no longer pretend to be ready. Did Ye Hear Mammy Died? by Séamas O’Reilly is out now (Little, Brown, £16.99). Buy a copy from guardianbookshop at £14.78 Follow Séamas on Twitter @shockproofbeats";https://www.theguardian.com/lifeandstyle/2022/jan/30/seamas-oreilly-an-ultrasound-image-of-our-coming-baby-is-on-the-corkboard;business and economy;entertainment and culture
5365;5365;5365;1084;5428;5428;Text appeal: Ceefax recreated by 20-year-old Northern Irish man;2022-01-05;['Jim Waterson'];['BBC', 'Computing', 'Television', 'Television', 'Media', 'Technology', 'Culture'];"If you find news websites too overwhelming, too fast and too full of distractions then this might be the solution: a recreation of the BBC’s Ceefax service featuring up-to-date headlines, an accurate weather map and the latest stock market prices. Nathan Dane, 20, has spent the last six years building a simulation of the BBC’s defunct text-based information service. It takes in data from the BBC’s existing website and repurposes it in the distinctively blocky font that was ubiquitous on television sets during the 1980s and 1990s.
“It’s as close a recreation as I can make it,” said Dane from his home in Enniskillen, Northern Ireland, where he has a separate screen at his desk for showing news headlines from his recreation of Ceefax. “I do find it really useful myself. If I’m sitting in work eating my lunch I can just stick that on and get up to date. You’re not flicking about between websites – you have all the information you need on a page but without all the distraction.” At its peak, tens of millions of Britons used BBC Ceefax and its commercial equivalent, Teletext, to check news headlines, find travel information or wait an infuriatingly long time for a quiz answer to be revealed. Individual stories were often split across multiple pages, meaning it could take minutes to fully comprehend an article if you were unlucky enough to load halfway through a piece. Only a few sentences of text fitted on each screen, forcing writers to develop the skills to produce concise stories. But the limitations and slowness of a system designed in 1974 may be increasingly attractive in a world of unlimited choice, while the cluttered advertising-heavy designs of many modern websites have made people nostalgic for the simplicity of Ceefax.
The BBC closed the original Ceefax service as part of the transition to digital television broadcasts, with Northern Ireland being the last region of the UK to lose access. “We had Ceefax in this part of the world until 2012, which is probably the only reason I remember it,” said Dane, who works for a digital signage company. “I have a great interest in all the old broadcast-TV type stuff. It’s really the service that I remember looking through when I was wee.” Dane’s recreation features a weather map (page 401) based on data from the Met Office that accurately recreates the current forecast on a map of the UK using the limited Ceefax colour palette. The Premier League football table (page 324) is up to date. A selection of national, foreign and local stories can be accessed through the headlines section (page 101). Some fans have also set up YouTube streams looping through Ceefax pages with muzak in the background, recreating the way the BBC used to fill overnight schedules on its channels.
The small but thriving online Teletext community, which is centred on a group on the chat service Discord, already helps run a separate long-running service called Teefax – although it does not use the same BBC styling. There are also dozens of teletext artists who challenge themselves to use the limited colour palette. One of them, Dan Farriond, said: “It’s a great gateway because it’s very simple, it’s built on 1970s technology, it’s simple to get your head around technology-wise. It’s the pure aesthetic of it and the simplicity. You only have a limited number of colours. A lot of the design decisions are made for you.” Dane, who runs his Ceefax server from his home, said his service was remarkably stable. When Facebook went offline in November he proudly tweeted a story about Mark Zuckerberg’s company with the caption: “Ceefax, however, remains unaffected.”";https://www.theguardian.com/media/2022/jan/05/text-appeal-ceefax-recreated-by-20-year-old-northern-irish-man;science and technology;entertainment and culture
2791;2791;2791;2791;2822;2822;Fox News host Laura Ingraham’s glee at general’s Covid diagnosis sparks outrage;2022-01-18;['Martin Pengelly'];['Fox News', 'Coronavirus', 'US news'];"The rightwing Fox News host Laura Ingraham has stoked outrage by announcing that the chairman of the US joint chiefs of staff had tested positive for Covid-19 – and applauding as she did so.
One critic called the host a “merchant of death”. Another said he was “not sure when hate became a Christian value”. Gen Mark Milley became a target of rightwing anger after extensive reporting showed how he worked to contain Donald Trump at the end of his time in power, keeping US armed forces out of domestic affairs. Milley has also defended the teaching in military institutions of critical race theory, an academic discipline which conservatives have turned into a profitable election issue. On Monday, Ingraham introduced a section of her show called Positively Boosted, in which she gleefully recounts which vaccinated public figures have tested positive. Clapping and smiling, she said: “Triple-vaxxed joint chiefs chairman Mark Milley, our favorite Mark Milley, tested positive for Covid yesterday. “And who else? Gen David Berger, the Marine Corps commandant, also positively boosted.” Earlier, a spokesman for Milley said the general was “experiencing very minor symptoms and can perform all of his duties from the remote location. He has received the Covid-19 vaccines including the booster”. A spokeswoman for Berger said: “The performance of his duties will remain unaffected.” More than 850,000 people have died of Covid-19 in the US, the vast majority unvaccinated. Federal authorities have repeatedly said that breakthrough infections are possible, particularly from the Omicron virus variant. Nonetheless, like other public health measures, the Biden administration’s armed forces vaccine mandate has become a target of conservative anger. On air on Monday, after a brief discussion of reports of a senior Vatican official also testing positive, Ingraham said: “We certainly hope they’re all healthy and fine. But stop pushing your mandates.” Amid widespread criticism, Kim Masters, an editor-at-large for the Hollywood Reporter, said Ingraham was “absolutely disgusting and so are [Fox Corporation chairman and chief executive] Rupert and Lachlan Murdoch for giving her a platform”. “These monsters are merchants of death,” Masters wrote. James Martin, a Jesuit priest and editor-at-large of America Magazine, said: “Laura Ingraham is often described as someone in favor of ‘Christian values’. “But the last time I checked, we’re supposed to love our enemies, not celebrate when they get sick. Jesus had compassion for the sick; he didn’t laugh at them. Not sure when hate become a Christian value.” Others pointed to Fox News’ own strict vaccination requirements for staff. Ingraham also made news on Tuesday with an interview with Northern Virginia magazine in which she said she was not yet ready to back Trump for president again. Asked about online criticism, she said she did not read it, adding: “I’m in a job where controversy is just part of the daily routine.”";https://www.theguardian.com/media/2022/jan/18/fox-news-laura-ingraham-covid-mark-milley-outrage;politics;health
1430;1430;1430;1430;1446;1446;Adam Boulton: Sky News faces ‘existential’ crisis as TV habits change;2022-01-25;['Jim Waterson'];['Sky News', 'Sky', 'UK news', 'Media', 'Television industry', 'TV news'];Adam Boulton has said Sky News faces “existential” questions about its future as it grapples with changing audience habits and the long-term funding necessary to keep an intensive 24-hour operation on the air. “I know there are executives at Sky that take the view there will only be one news channel in the UK in 10 years’ time and it probably won’t be Sky,” the former Sky News’ editor-at-large told the Guardian. “Any corporation is going to ask, ‘What’s the point of Sky News? Is everything it’s offering being done by others anyway so we might as well not bother?’ Colleagues at Sky News think about it all the time. It’s existential.” When Rupert Murdoch sold the wider Sky business to the US media conglomerate Comcast in 2018, the new owners promised to fund the prestigious but lossmaking news service for a decade. Boulton, who left the channel last month after serving as editor-at-large, said Comcast had honoured the deal but the channel’s long-term future was unclear: “People are wondering what’s going to happen when the guaranteed funding under the takeover deal expires … the problem with the takeover arrangement was it put Sky News in aspic with the same funding and the same management.” Boulton, 62, is one of a number of big-name television news presenters who left their jobs at the end of last year, along with the likes of Andrew Marr and Jon Snow. He said there was less appetite for an authoritative “grey haired man that told you the news” and that it was time for baby boomers to hand over to a younger and more diverse set of presenters. However, having spent more than a quarter of a century as Sky News’ political editor, he defended the idea of authoritative “gatekeepers” in the media who can explain and contextualise events in real time. He said: “This is where my disagreement with [Sky News boss] John Ryley is sharpest. I think there is a general questioning of the whole notion of authority … There’s a feeling, which I think is John’s position, which is ‘put stuff out digitally and leave the public to decide what they want’. “John’s answer to that would be if you put the information out there with lots of digital analysis you’re still doing the job. My argument is that you’re not doing it in real time. I think it’s beneficial for society that’s there’s analysis and invigilation – not just post-fact but while things are happening.” An estimated 8 million Britons a month watch Sky News but most only watch briefly, meaning typical viewing figures during the daytime are nearer 100,000 people. It has also built up a substantial audience online. Asked about concerns from some Sky News employees that the channel’s coverage of the climate crisis is tipping over into campaigning, he said it was “basically benevolent” but did raise issues. “We had our chief executive appearing on a platform at Cop26, which we were sponsoring at a corporate level with Boris Johnson and [Joe] Biden and [Narendra] Modi. That made me think, really, how free are we to comment and analyse what they’re saying?” Boulton said he remained a believer in TV news but that the format needed to change, with audiences for traditional news bulletins continuing to fall. He said: “Sky is a fantastic company and should have a very good future. I wouldn’t say anything negative about it but all of us just have to look at changing markets. “This is not a static industry and nothing is for ever. You’ve got to recognise that these are the inevitable changes thrown up by technology.”;https://www.theguardian.com/media/2022/jan/25/adam-boulton-sky-news-faces-existential-crisis-as-tv-habits-change;business and economy;entertainment and culture
5737;5737;5737;1456;5807;5807;David Bowie: publishing rights to song catalogue sold for $250m;2022-01-03;['Ben Beaumont-Thomas'];['David Bowie', 'Music', 'Pop and rock', 'Music industry', 'Culture', 'Business', 'UK news'];"The publishing rights to David Bowie’s huge and peerless catalogue of songs have been sold by his estate to Warner Chappell Music (WCM), the publishing arm of Warner Music Group, in a deal worth at least $250m (£185m) according to anonymous sources speaking to Variety. Guy Moot, chief executive of WCM, said: “These are not only extraordinary songs, but milestones that have changed the course of modern music for ever … We are looking forward to tending his unparalleled body of songs with passion and care as we strive to build on the legacy of this most extraordinary human being.” The deal means that Warner now owns the rights to Bowie’s songwriting itself, as well as to almost all the recordings of it. In September 2021, the company completed a deal to acquire Bowie’s recordings from 2000 until his death in 2016, adding to the recordings it already owned from 1968 to 1999.
Just a small cache of recorded music made prior to Bowie’s late-60s breakthrough is now not owned by Warner Music. The company has been lavishly repackaging Bowie’s back catalogue in a series of box sets in recent years. The deal is the latest in a series of major acquisitions by various companies of the catalogues of pop artists, with Bruce Springsteen, Bob Dylan, Neil Young and various members of Fleetwood Mac selling the rights for their songs for large cash sums. These deals allow the publishing companies to accrue income from royalties, as well as when music is licensed for use in films, TV and advertising. Terms of the Bowie deal have not been disclosed but the Bowie estate has historically closely controlled the use of his work. The 2020 biopic Stardust, about the birth of Bowie’s Ziggy Stardust persona, was forbidden by the estate from using Bowie’s music. WCM co-chair Carianne Marshall said: “We were pleased that the estate felt that Warner Chappell has the knowledge, experience, and resources to take the reins and continue to promote a collection of this stature. All of our global leaders and departments are incredibly excited and primed to get to work with these brilliant songs across multiple avenues and platforms.” Another film that does already have the blessing of the estate is a forthcoming untitled documentary by film-maker Brett Morgen, who is using thousands of hours of rare and unseen live performance footage as its basis.";https://www.theguardian.com/music/2022/jan/03/david-bowie-publishing-rights-to-song-catalogue-sold-for-250m;business and economy;entertainment and culture
6031;6031;6031;1750;6103;6103;Time to stockpile olives? Shortages as delis are hit by new Brexit import rules;2022-01-01;['Toby Helm', 'Tom Wall'];['Brexit', 'European Union', 'Politics', 'Europe', 'Boris Johnson', 'Food', 'Life and style', 'Retail industry', 'Business', 'UK news', 'Consumer affairs'];"After a few minutes in the queue spent eyeing up the best on offer at the local deli, it is decision time. Maybe some of the wonderful Parma ham from Italy? With a few slices of Spanish chorizo? And a piece of brie from that farm in Normandy … oh, and definitely some of the black olives from Greece. The government may be making light of new and burdensome Brexit rules and regulations affecting imports to Great Britain from the EU that came into force on 1 January, but organisations representing small UK firms are not. The firms are worried about the impact on their businesses – and about the choices that will be available to their customers at their favourite specialist stores – on the high street. The Federation of Small Businesses cites local delicatessens, many of which import from small specialist suppliers in the EU, as the type of operators that could be adversely affected. “The classic example is your high street deli that is importing delicacies like, say, chorizo from Spain or parmesan from Italy,” says James Sibley, the federation’s head of international affairs. “For them, the thought of having to register for these systems is daunting and the process is expensive, so we’ve a lot of concern there. For those small businesses directly affected, we have picked up a lot of worry.” The hit to small EU exporters to the UK could be similar to that experienced by UK exporters to the EU over the past year, many of which simply gave up selling goods to the continent because post-Brexit export rules made it too much of a bother and too expensive to carry on. From the beginning of last year UK exporters faced extra paperwork, and added costs, and their customers were stung by resulting higher prices – despite the claims by Boris Johnson, Michael Gove and other Brexiteers that leaving the EU would reduce regulation and lead to lower prices. Now, Sibley says, the effects could be similar for small importers to those that faced UK exporters in 2021. “It is the inverse of what has happened to UK exporters over the past year. We know that a fifth of our exporting members have stopped exporting to the EU, because of that disruption.” Rules that came into force January 1 require businesses (in most cases those receiving the goods in the UK, but in some those sending them here) to notify the customs authorities of precisely what is being sent to Great Britain from the EU, and from where. The rules were in effect waived throughout 2021. The process will require the exporter to acquire and then submit an Eori number (economic operators registration and identification number) to their UK customers so the importers can then input a lot of data and send it off to the UK authorities. If the goods arrive with incomplete paperwork, they can be seized, confiscated or sent back. Sibley says there is evidence that many EU exporters are unprepared for what is about to hit them. “What we are hearing is that there are some EU traders who are not ready for any of this even to the extent of not having this number, so that is a concern.” Then on 1 July this year, more regulations and checks will come in. “From then, exporters will also need export health certificates or veterinary certificates if they are exporting products of animal origin or foodstuffs. That is a point at which some EU exporters might just say, ‘You know what, forget this. It is not worth the hassle’.” Sibley adds: “Also in July you will have physical inspections of goods at border posts in the UK, so again that could lead to delays because you will essentially have a vet with a clipboard going through the lorry saying ‘this is right, this is fine, (or not)’.” Business groups say the problems will affect mainly smaller operators, as bigger concerns can afford to pay customs agents or freight forwarders to handle the paperwork for them.
On UK high streets, some shop owners are already worrying about gaps appearing on their shelves in 2022, and about rising prices. El Colmado, Bristol’s only Spanish deli, imports pretty much everything: chorizo sausages, huge serrano hams and glossy green olives. Its owner, David Pavon, expects more disruption and rising prices when importers are required to make real-time custom declarations, input details of food imports into various customs systems, and obtain special codes for lorries to board ferries. “Logistics problems have increased during the past year already because of the havoc coming into England,” he says. “So I imagine in January we’re going to see even more delays, because if a lorry driver needs to sit in the border for six hours or more, we will need to pay his wages. We are paying customs agents in Spain and here to input the information [required for import], which increases the price as well.” Pavon, 41, has already put his prices up – and expects to have to do so again in 2022. “They are still going up and you will see an increase and an increase,” he says. “Someone is making money along the way but you and me are going to have to pay for it.” The wholesalers supplying delis and specialist food shops have similar worries. Reading-based Cotswold Fayre, which supplies hundreds of premium food lines, including European favourites such as stollen and panettone, to independent retailers throughout the UK, has been forced to budget for delays and cost increases on imported goods instead of investing in creating new jobs. “It’s not what we want to do – I would rather spend on starting another shop, but if we have to we will [absorb extra costs],” says Paul Hargreaves, the company’s founder. Hargreaves, who recently met his local MP, Alok Sharma, feels that the government does not understand the impact of Brexit on British businesses. “[Ministers] are not in the real world. They think things are a lot easier than they actually are. That is highly frustrating,” he says. “If they had to experience it for themselves, perhaps there might have been a bit more effort to do a better Brexit deal. The perception is that the ideology [of Brexit] is more important than the practicalities to businesses in the UK.” • The headline and text of this article were amended on 1 January 2022 to correctly refer to Great Britain rather than the UK in specific reference to the new regulations.";https://www.theguardian.com/politics/2022/jan/01/uk-shops-fear-gaps-shelves-brexit-import-rules-prices-shortages-delis;business and economy;politics
1517;1517;1517;1517;1536;1536;Victoria Frank obituary;2022-01-24;['N/A'];['Communities', 'West Bromwich'];My mother, Victoria Frank, who has died aged 87, was part of the Windrush generation, settling in the West Midlands in the 1960s, and a community advocate committed to making a difference in society. She was determined to amplify the voices of others, whether that be assisting with rehabilitating ex-offenders, or influencing policy on resources for underrepresented groups. She was a key driver in the discussions that led to the creation of the West Bromwich African Caribbean Resource Centre in 1985. The fifth child of eight, born in the parish of Longwood, in Clarendon, Jamaica, to Esmie (nee Mitchell) and David Reid, a supervisor at Moneymusk West Indies Sugar Cane Company, Victoria went to Alley school, then worked as a dressmaker before journeying to England in 1960. She settled in West Bromwich, where she had friends, and found work in a factory. By 1962 she had saved enough to send for her fiancé, Herman Frank, who later worked as a supervisor for a steel fabrication factory. They married the same year. In 1974 Victoria moved to the Smith Corona typewriter factory, then from 1986 worked as assistant to the nurse administering medical support at the Konix factory until 1991, when she left to set up a guest house for prison leavers with Herman. She cooked meals for the ex-offenders and assisted them with their rehabilitation and finding employment. In 1996 she began working for Sandwell council as an assistant manager in health and social care, until retirement in 2001. As a founding member of the West Bromwich African Caribbean Resource Centre, Victoria served as treasurer, then vice chair for many years, and finally a short spell as chair before retirement. Her responsibilities included staff recruitment, funding negotiations and entertainment, and she initiated the creation of the Senior Citizens Luncheon Club, which is still operating. She was key to the centre winning a Pace (Public Award for Community Excellence) in 2004. Victoria was multi-talented, designing and sewing garments to create unique outfits, and making delicious rum cake and Caribbean food. She fought her entire life for more, and to be more. Hers was an inspirational life, leaving a true legacy in all she achieved for others. Herman died in 2010. Victoria is survived by their daughters, Eula, Rose, Bev and me, and three granddaughters, Louise, Samara and Merissa.;https://www.theguardian.com/society/2022/jan/24/victoria-frank-obituary;health;entertainment and culture
